CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,0,0,0,167.21,1543.9,0,0,0,0,0,22900.0,0,0,0,0,0,0.65,36.94,154098,-395980,790595,
,0,0,0,165.5,1501.8,0,0,0,0,0,22950.0,0,0,0,0,0,0.75,36.07,75502,139230,297440,
,94250,-21645,939,55.39,1100.0,0,0,0,0,0,23000.0,0,0,0,0,0,0.75,34.61,636769,-158730,7438535,
,130,65,2,65.02,1071.05,0,0,0,0,0,23050.0,0,0,0,0,0,0.75,33.15,160773,31850,820365,
,455,65,22,69.28,1036.8,0,0,0,0,0,23100.0,0,0,0,0,0,0.7,31.45,304777,443950,2020395,
,520,195,5,62.17,975.5,0,0,0,0,0,23150.0,0,0,0,0,0,0.75,30.23,224588,-156650,1060605,
,5525,-325,77,49.99,905.0,0,0,0,0,0,23200.0,0,0,0,0,0,0.95,29.57,457019,327080,3510130,
,260,0,0,84.82,961.4,0,0,0,0,0,23250.0,0,0,0,0,0,0.95,28.07,231802,439985,1246375,
,7410,1365,543,39.77,795.5,0,0,0,0,0,23300.0,0,0,0,0,0,1.0,26.73,500454,328445,3818815,
,65,0,0,103.36,960.1,0,0,0,0,0,23350.0,0,0,0,0,0,0.85,24.7,278946,-143845,1855360,
,39650,325,311,37.25,698.05,0,0,0,0,0,23400.0,0,0,0,0,0,1.1,23.96,600767,228215,3695965,
,3575,-195,189,40.8,659.5,0,0,0,0,0,23450.0,0,0,0,0,0,1.15,22.54,481344,571285,1903785,
,113295,-21905,8579,32.9,598.0,0,0,0,0,0,23500.0,0,0,0,0,0,1.4,21.54,1194830,-356395,6888765,
,22750,6630,1036,32.45,551.45,0,0,0,0,0,23550.0,0,0,0,0,0,1.35,19.82,725376,592020,1917305,
,37310,4810,5869,29.94,501.0,0,0,0,0,0,23600.0,0,0,0,0,0,1.45,18.39,1312448,1232725,5741385,
,20280,1040,3350,26.55,448.65,0,0,0,0,0,23650.0,0,0,0,0,0,1.8,17.3,1013024,1233960,3474445,
,90805,-82940,23179,25.24,400.95,0,0,0,0,0,23700.0,0,0,0,0,0,2.05,15.93,1598923,1955720,8727810,
,51480,18265,17473,24.3,354.8,0,0,0,0,0,23750.0,0,0,0,0,0,2.5,14.67,1417111,3235310,5801510,
,244920,29185,142319,21.42,303.85,0,0,0,0,0,23800.0,0,0,0,0,0,3.55,13.73,3187671,2139800,9565920,
,132210,60190,106577,19.15,254.9,0,0,0,0,0,23850.0,0,0,0,0,0,5.4,12.92,2617577,2217605,5549765,
,500175,177580,568753,17.2,207.55,0,0,0,0,0,23900.0,0,0,0,0,0,9.2,12.45,4806900,2424045,9155315,
,504270,379535,768791,16.13,164.85,0,0,0,0,0,23950.0,0,0,0,0,0,15.45,11.99,4610145,3314350,6520085,
,4343300,2960295,4527535,15.04,124.75,0,0,0,0,0,24000.0,0,0,0,0,0,25.9,11.66,11947246,6785480,17047485,
,4443270,3801200,5597335,14.34,90.25,0,0,0,0,0,24050.0,0,0,0,0,0,41.0,11.21,9781675,5005520,8990865,
,10127650,5270525,8631448,13.89,62.1,0,0,0,0,0,24100.0,0,0,0,0,0,62.5,10.75,8664178,500045,10416315,
,7225790,2679625,5533500,13.63,40.6,0,0,0,0,0,24150.0,0,0,0,0,0,90.85,10.16,3128153,-1690195,4381455,
,13039260,3949270,6612183,13.6,25.6,0,0,0,0,0,24200.0,0,0,0,0,0,125.5,9.1,2804711,-1972685,6006325,
,8133515,2253160,3724872,13.76,15.8,0,0,0,0,0,24250.0,0,0,0,0,0,166.0,0.0,740401,-1166035,1445730,
,14865760,1787110,4521751,14.1,9.8,0,0,0,0,0,24300.0,0,0,0,0,0,208.0,0.0,563131,-1054495,2554825,
,9461725,1398930,2652318,14.66,6.35,0,0,0,0,0,24350.0,0,0,0,0,0,256.0,0.0,110313,-689520,671710,
,12949300,2467725,3015482,15.51,4.5,0,0,0,0,0,24400.0,0,0,0,0,0,305.25,0.0,112296,-560105,1160380,
,6647615,1011595,1626972,16.25,3.15,0,0,0,0,0,24450.0,0,0,0,0,0,353.3,0.0,22426,-188825,276510,
,17061590,4200040,2499631,17.55,2.7,0,0,0,0,0,24500.0,0,0,0,0,0,403.35,0.0,67431,-375505,1352000,
,5562700,389675,1229798,18.62,2.2,0,0,0,0,0,24550.0,0,0,0,0,0,454.6,0.0,4905,-27105,109980,
,8682245,469560,1590759,19.81,1.9,0,0,0,0,0,24600.0,0,0,0,0,0,502.3,0.0,14548,-152360,286390,
,3372915,137475,801167,20.78,1.55,0,0,0,0,0,24650.0,0,0,0,0,0,550.7,0.0,1274,-24180,77025,
,6876545,-722475,1071073,22.01,1.4,0,0,0,0,0,24700.0,0,0,0,0,0,603.4,0.0,6639,-48945,193245,
,2773290,-1742000,534801,22.63,1.05,0,0,0,0,0,24750.0,0,0,0,0,0,651.0,0.0,504,-2795,65390,
,8444865,588640,957134,24.5,1.2,0,0,0,0,0,24800.0,0,0,0,0,0,700.75,0.0,2030,-24635,99905,
,2260765,-197405,339444,25.52,1.05,0,0,0,0,0,24850.0,0,0,0,0,0,746.05,0.0,156,-65,35685,
,4208425,-1185860,630889,26.44,0.9,0,0,0,0,0,24900.0,0,0,0,0,0,810.0,0.0,413,-2860,44395,
,1265095,-665210,254817,28.01,0.95,0,0,0,0,0,24950.0,0,0,0,0,0,851.0,0.0,52,-195,21710,
,11198655,690885,1245109,29.4,0.95,0,0,0,0,0,25000.0,0,0,0,0,0,902.85,0.0,2382,-93340,248430,
,1890785,272740,257486,29.71,0.7,0,0,0,0,0,25050.0,0,0,0,0,0,907.85,0.0,20,-585,7670,
,3520140,-1580280,408379,31.29,0.75,0,0,0,0,0,25100.0,0,0,0,0,0,983.25,0.0,213,-7735,36920,
,1015950,-147680,88459,31.53,0.55,0,0,0,0,0,25150.0,0,0,0,0,0,1009.45,0.0,14,-65,4680,
,4708535,-283855,468407,32.49,0.5,0,0,0,0,0,25200.0,0,0,0,0,0,1105.05,0.0,73,-2080,36400,
,1320995,376935,69530,33.4,0.45,0,0,0,0,0,25250.0,0,0,0,0,0,989.5,0.0,0,0,1430,
,2851160,-1215760,216693,35.37,0.55,0,0,0,0,0,25300.0,0,0,0,0,0,1200.7,0.0,42,-1300,19175,
,958360,109135,36779,35.89,0.45,0,0,0,0,0,25350.0,0,0,0,0,0,1250.0,0.0,8,0,2925,
,1492660,-1679015,193615,36.7,0.4,0,0,0,0,0,25400.0,0,0,0,0,0,1301.25,0.0,359,-15015,20605,
,766610,58110,39598,37.43,0.35,0,0,0,0,0,25450.0,0,0,0,0,0,1360.0,0.0,1,0,780,
,6085755,-3672110,340758,39.13,0.4,0,0,0,0,0,25500.0,0,0,0,0,0,1402.85,0.0,1145,-54015,184600,
,666510,-223275,19155,39.83,0.35,0,0,0,0,0,25550.0,0,0,0,0,0,1416.0,0.0,5,-130,455,
,1963845,-1234740,116736,41.02,0.35,0,0,0,0,0,25600.0,0,0,0,0,0,1363.55,0.0,0,0,1105,
,360035,-69940,21174,41.6,0.3,0,0,0,0,0,25650.0,0,0,0,0,0,1540.0,0.0,8,0,1040,
,952185,-1220765,75666,43.37,0.35,0,0,0,0,0,25700.0,0,0,0,0,0,1213.95,0.0,0,0,130,
,193115,-179075,13994,44.55,0.35,0,0,0,0,0,25750.0,0,0,0,0,0,1508.85,0.0,0,0,0,
,891930,-438295,28733,45.71,0.35,0,0,0,0,0,25800.0,0,0,0,0,0,1635.0,0.0,5,0,650,
,108355,-54080,3987,46.88,0.35,0,0,0,0,0,25850.0,0,0,0,0,0,1593.2,0.0,0,0,0,
,338650,-175825,20277,48.63,0.4,0,0,0,0,0,25900.0,0,0,0,0,0,1500.0,0.0,0,0,260,
,105170,-38935,7833,48.51,0.3,0,0,0,0,0,25950.0,0,0,0,0,0,1679.0,0.0,0,0,0,
,1855230,-964470,128596,49.64,0.3,0,0,0,0,0,26000.0,0,0,0,0,0,1904.95,0.0,1249,-61880,93015,
,44330,-2145,2925,50.77,0.3,0,0,0,0,0,26050.0,0,0,0,0,0,1800.0,0.0,0,0,65,
,129220,-56940,9342,51.9,0.3,0,0,0,0,0,26100.0,0,0,0,0,0,1870.0,0.0,0,0,130,
,38480,-42965,3881,53.02,0.3,0,0,0,0,0,26150.0,0,0,0,0,0,1854.75,0.0,0,0,0,
,143065,-23790,13392,54.88,0.35,0,0,0,0,0,26200.0,0,0,0,0,0,1950.0,0.0,0,0,65,
,47255,16315,2755,55.25,0.3,0,0,0,0,0,26250.0,0,0,0,0,0,1944.45,0.0,0,0,0,
,98345,-50765,6132,56.36,0.3,0,0,0,0,0,26300.0,0,0,0,0,0,1841.35,0.0,0,0,2210,
,24960,2210,2033,57.46,0.3,0,0,0,0,0,26350.0,0,0,0,0,0,2035.25,0.0,0,0,0,
,70265,-50310,5747,58.56,0.3,0,0,0,0,0,26400.0,0,0,0,0,0,2081.0,0.0,0,0,0,
,30550,-5655,1579,58.74,0.25,0,0,0,0,0,26450.0,0,0,0,0,0,2127.0,0.0,0,0,0,
,157755,2535,5876,60.75,0.3,0,0,0,0,0,26500.0,0,0,0,0,0,2435.0,101.64,1,0,325,
,10400,-7605,1583,62.67,0.35,0,0,0,0,0,26550.0,0,0,0,0,0,2219.65,0.0,0,0,0,
,31135,-3900,1290,63.77,0.35,0,0,0,0,0,26600.0,0,0,0,0,0,2266.3,0.0,0,0,0,
,13845,-5330,739,65.63,0.4,0,0,0,0,0,26650.0,0,0,0,0,0,2313.1,0.0,0,0,0,
,61685,-5590,4196,65.95,0.35,0,0,0,0,0,26700.0,0,0,0,0,0,2360.1,0.0,0,0,0,
,16250,-5135,1211,67.04,0.35,0,0,0,0,0,26750.0,0,0,0,0,0,2407.3,0.0,0,0,0,
,57460,-9685,1648,68.12,0.35,0,0,0,0,0,26800.0,0,0,0,0,0,2454.6,0.0,0,0,0,
,25480,-2730,1114,68.3,0.3,0,0,0,0,0,26850.0,0,0,0,0,0,2502.1,0.0,0,0,0,
,76895,-22555,7178,70.28,0.35,0,0,0,0,0,26900.0,0,0,0,0,0,2549.75,0.0,0,0,0,
,88985,-15600,2062,70.42,0.3,0,0,0,0,0,26950.0,0,0,0,0,0,2597.5,0.0,0,0,0,
,403325,75465,15720,73.26,0.4,0,0,0,0,0,27000.0,0,0,0,0,0,2610.5,0.0,0,0,65,
,34450,-11310,2303,72.54,0.3,0,0,0,0,0,27050.0,0,0,0,0,0,2693.45,0.0,0,0,0,
,109200,-14560,5081,72.49,0.25,0,0,0,0,0,27100.0,0,0,0,0,0,2741.55,0.0,0,0,0,
,51740,-40040,4855,74.63,0.3,0,0,0,0,0,27150.0,0,0,0,0,0,2789.8,0.0,0,0,0,
,226655,-106080,14025,75.68,0.3,0,0,0,0,0,27200.0,0,0,0,0,0,3000.0,0.0,0,0,2275,
