CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,105495,15990,3655,44.47,0.05,0,0,0,0,0,26150.0,0,0,0,0,0,1988.05,0.0,0,0,0,
,115765,-146510,19651,45.46,0.05,0,0,0,0,0,26200.0,0,0,0,0,0,1999.3,0.0,2,0,65,
,50505,-7150,2374,50.42,0.15,0,0,0,0,0,26250.0,0,0,0,0,0,2081.3,0.0,0,0,0,
,138710,-115115,18538,47.44,0.05,0,0,0,0,0,26300.0,0,0,0,0,0,2128.25,0.0,0,0,0,
,52000,33280,1234,50.91,0.1,0,0,0,0,0,26350.0,0,0,0,0,0,2175.4,0.0,0,0,0,
,86645,-34905,5636,49.4,0.05,0,0,0,0,0,26400.0,0,0,0,0,0,2222.7,0.0,0,0,0,
,39130,9815,1461,50.38,0.05,0,0,0,0,0,26450.0,0,0,0,0,0,2270.2,0.0,0,0,0,
,268320,-60580,24013,51.35,0.05,0,0,0,0,0,26500.0,0,0,0,0,0,2305.3,0.0,18,-260,910,
,24960,4615,1186,52.32,0.05,0,0,0,0,0,26550.0,0,0,0,0,0,2365.65,0.0,0,0,0,
,66300,1040,4764,53.29,0.05,0,0,0,0,0,26600.0,0,0,0,0,0,2413.6,0.0,0,0,0,
,38740,19240,1282,54.25,0.05,0,0,0,0,0,26650.0,0,0,0,0,0,2461.7,0.0,0,0,0,
,75660,15210,2272,55.21,0.05,0,0,0,0,0,26700.0,0,0,0,0,0,2509.9,0.0,0,0,0,
,30355,-1040,1090,56.17,0.05,0,0,0,0,0,26750.0,0,0,0,0,0,2558.25,0.0,0,0,0,
,107900,4940,5743,57.12,0.05,0,0,0,0,0,26800.0,0,0,0,0,0,2606.7,0.0,0,0,0,
,46280,-6370,993,58.08,0.05,0,0,0,0,0,26850.0,0,0,0,0,0,2655.25,0.0,0,0,0,
,63570,9945,2041,59.03,0.05,0,0,0,0,0,26900.0,0,0,0,0,0,2703.85,0.0,0,0,0,
,74945,34125,1471,59.97,0.05,0,0,0,0,0,26950.0,0,0,0,0,0,2752.6,0.0,0,0,0,
,290680,52585,21599,60.92,0.05,0,0,0,0,0,27000.0,0,0,0,0,0,2790.0,0.0,13,-455,455,
,162630,139035,6578,61.86,0.05,0,0,0,0,0,27050.0,0,0,0,0,0,2850.25,0.0,0,0,0,
,73060,17420,1678,65.91,0.1,0,0,0,0,0,27100.0,0,0,0,0,0,2899.2,0.0,0,0,0,
,105430,61165,2348,63.73,0.05,0,0,0,0,0,27150.0,0,0,0,0,0,2948.25,0.0,0,0,0,
,255905,39975,16420,64.66,0.05,0,0,0,0,0,27200.0,0,0,0,0,0,2997.3,0.0,0,0,0,
