CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,7085,-1300,53,115.69,2161.2,0,0,0,0,0,22500.0,0,0,0,0,0,0.05,50.29,91916,-1733420,1071070,
,0,0,0,0.0,1533.15,0,0,0,0,0,22550.0,0,0,0,0,0,0.05,49.13,10111,-95485,148200,
,0,0,0,0.0,1491.15,0,0,0,0,0,22600.0,0,0,0,0,0,0.05,47.98,22698,-335075,357565,
,195,0,4,0.0,1827.35,0,0,0,0,0,22650.0,0,0,0,0,0,0.05,46.82,7922,-43225,175825,
,260,0,1,125.88,2000.0,0,0,0,0,0,22700.0,0,0,0,0,0,0.05,45.66,28546,-285415,460785,
,455,0,0,0.0,1826.75,0,0,0,0,0,22750.0,0,0,0,0,0,0.05,44.51,11812,-62010,198965,
,4485,-3900,137,0.0,1810.85,0,0,0,0,0,22800.0,0,0,0,0,0,0.05,43.35,52844,-931125,668850,
,65,0,0,0.0,1385.9,0,0,0,0,0,22850.0,0,0,0,0,0,0.05,42.2,9901,-77090,322725,
,22555,-65,12,0.0,1607.1,0,0,0,0,0,22900.0,0,0,0,0,0,0.05,41.04,39248,-346580,1047930,
,130,0,0,0.0,1091.6,0,0,0,0,0,22950.0,0,0,0,0,0,0.05,39.89,21839,-204230,306085,
,98085,-29380,616,0.0,1615.6,0,0,0,0,0,23000.0,0,0,0,0,0,0.05,38.74,389941,-4012060,3991130,
,325,0,2,0.0,1530.55,0,0,0,0,0,23050.0,0,0,0,0,0,0.05,37.59,41665,-332150,471120,
,15600,650,114,0.0,1378.8,0,0,0,0,0,23100.0,0,0,0,0,0,0.05,36.44,142131,-1327040,871195,
,650,0,0,0.0,1448.3,0,0,0,0,0,23150.0,0,0,0,0,0,0.05,35.28,51946,-957645,325390,
,15665,-2600,69,0.0,1318.65,0,0,0,0,0,23200.0,0,0,0,0,0,0.05,34.13,111007,-1672840,1254435,
,3770,-195,8,0.0,1201.0,0,0,0,0,0,23250.0,0,0,0,0,0,0.05,32.98,86061,-414960,884650,
,25870,-4485,395,0.0,1316.5,0,0,0,0,0,23300.0,0,0,0,0,0,0.05,31.83,149888,-1583660,1358760,
,21450,-130,9,0.0,1117.0,0,0,0,0,0,23350.0,0,0,0,0,0,0.05,30.68,91878,-210990,1084135,
,29770,-14105,491,0.0,1216.4,0,0,0,0,0,23400.0,0,0,0,0,0,0.05,29.52,204107,-1888250,2138370,
,31590,-65,50,0.0,1017.85,0,0,0,0,0,23450.0,0,0,0,0,0,0.05,28.37,106431,-660595,733785,
,105040,-81770,2107,0.0,1115.85,0,0,0,0,0,23500.0,0,0,0,0,0,0.05,27.22,753301,-5131295,4148755,
,39650,-10205,609,0.0,1066.2,0,0,0,0,0,23550.0,0,0,0,0,0,0.05,26.06,123627,-673140,1300650,
,66365,-20345,850,0.0,1013.7,0,0,0,0,0,23600.0,0,0,0,0,0,0.05,24.91,460140,-651625,3561870,
,38545,-2925,321,0.0,966.1,0,0,0,0,0,23650.0,0,0,0,0,0,0.05,23.75,165017,-68055,1367600,
,99060,-44005,1801,0.0,914.95,0,0,0,0,0,23700.0,0,0,0,0,0,0.05,22.59,615865,-2168855,3603470,
,59800,-18200,1730,0.0,865.4,0,0,0,0,0,23750.0,0,0,0,0,0,0.05,21.43,267424,-253110,1332110,
,335010,-66495,3325,0.0,815.1,0,0,0,0,0,23800.0,0,0,0,0,0,0.05,20.27,893545,-2398435,3941925,
,51805,-22620,1590,0.0,765.85,0,0,0,0,0,23850.0,0,0,0,0,0,0.05,19.11,475027,-550160,1734330,
,340925,-109525,4704,0.0,715.3,0,0,0,0,0,23900.0,0,0,0,0,0,0.05,17.94,1043669,-3010670,2999230,
,95550,-44460,5396,0.0,664.95,0,0,0,0,0,23950.0,0,0,0,0,0,0.05,16.77,757207,-947505,2243800,
,1031745,-558805,35334,0.0,613.6,0,0,0,0,0,24000.0,0,0,0,0,0,0.05,15.6,2551524,-5350280,8880690,
,93470,-76765,4704,0.0,565.25,0,0,0,0,0,24050.0,0,0,0,0,0,0.05,14.42,871356,-1219985,1346540,
,582855,-282490,21295,0.0,514.3,0,0,0,0,0,24100.0,0,0,0,0,0,0.05,13.24,2192551,-2945865,4220905,
,205530,-107510,16008,0.0,465.55,0,0,0,0,0,24150.0,0,0,0,0,0,0.05,12.05,1374658,-2340975,2250040,
,919490,-838565,127754,0.0,414.45,0,0,0,0,0,24200.0,0,0,0,0,0,0.05,10.86,5255678,-8720075,5954910,
,323245,-568490,104798,0.0,365.0,0,0,0,0,0,24250.0,0,0,0,0,0,0.05,9.66,5815241,-3278340,3478995,
,973635,-739700,568683,0.0,314.4,0,0,0,0,0,24300.0,0,0,0,0,0,0.05,8.45,9358119,-6753500,4498715,
,545090,-283595,950822,0.0,264.35,0,0,0,0,0,24350.0,0,0,0,0,0,0.05,7.22,11285473,-2839330,3805555,
,2447770,352755,4053951,0.0,215.0,0,0,0,0,0,24400.0,0,0,0,0,0,0.05,5.98,20309943,-3019705,8084050,
,3964025,2808780,8832896,0.0,164.85,0,0,0,0,0,24450.0,0,0,0,0,0,0.1,5.07,23597300,6670235,12334400,
,7340385,2590055,20793042,0.0,114.7,0,0,0,0,0,24500.0,0,0,0,0,0,0.05,3.44,26288080,-4139850,8282365,
,5516875,427960,18112152,0.0,64.8,0,0,0,0,0,24550.0,0,0,0,0,0,0.1,2.29,16576099,-677690,7526025,
,10686715,-4376255,25976250,0.0,14.9,0,0,0,0,0,24600.0,0,0,0,0,0,0.05,0.0,17466099,3197025,14758575,
,11020165,3557125,17035749,1.06,0.05,0,0,0,0,0,24650.0,0,0,0,0,0,35.0,0.0,5463913,94835,1725945,
,8537425,-1538355,13335761,2.45,0.05,0,0,0,0,0,24700.0,0,0,0,0,0,85.0,0.0,3040843,-570765,1078220,
,4004390,-2169765,6887196,3.76,0.05,0,0,0,0,0,24750.0,0,0,0,0,0,134.15,0.0,814983,-232700,231075,
,7241520,-4436315,6875649,5.02,0.05,0,0,0,0,0,24800.0,0,0,0,0,0,184.7,0.0,491743,-190060,295360,
,3887455,-416455,3214984,6.25,0.05,0,0,0,0,0,24850.0,0,0,0,0,0,234.8,0.0,65954,5005,65910,
,4426630,-1210820,2849898,7.46,0.05,0,0,0,0,0,24900.0,0,0,0,0,0,284.75,0.0,60265,5265,80730,
,1598545,-941070,1132200,8.65,0.05,0,0,0,0,0,24950.0,0,0,0,0,0,334.65,0.0,10425,22815,50050,
,8992100,-2895035,3048686,9.82,0.05,0,0,0,0,0,25000.0,0,0,0,0,0,384.6,0.0,34941,-162955,96655,
,2866370,-46930,1007416,10.98,0.05,0,0,0,0,0,25050.0,0,0,0,0,0,434.55,0.0,2191,19045,29445,
,4755855,-309660,1735523,12.12,0.05,0,0,0,0,0,25100.0,0,0,0,0,0,484.5,0.0,3476,14755,39585,
,1309360,58890,667988,13.26,0.05,0,0,0,0,0,25150.0,0,0,0,0,0,534.55,0.0,1080,17225,26975,
,5264090,594035,1389426,14.39,0.05,0,0,0,0,0,25200.0,0,0,0,0,0,585.9,24.65,1994,3315,29250,
,1473290,433030,439601,15.5,0.05,0,0,0,0,0,25250.0,0,0,0,0,0,634.3,0.0,409,15535,15535,
,4068740,912080,1083422,16.61,0.05,0,0,0,0,0,25300.0,0,0,0,0,0,684.25,0.0,633,6760,18135,
,1682265,1078350,475465,17.71,0.05,0,0,0,0,0,25350.0,0,0,0,0,0,734.2,0.0,199,7085,8775,
,4028050,2166060,747149,18.81,0.05,0,0,0,0,0,25400.0,0,0,0,0,0,786.95,32.54,431,8775,12870,
,1590550,1270100,226441,19.89,0.05,0,0,0,0,0,25450.0,0,0,0,0,0,873.65,54.2,41,0,65,
,6462365,2053610,1141059,20.97,0.05,0,0,0,0,0,25500.0,0,0,0,0,0,886.0,34.78,2222,-64415,127270,
,1512680,904670,132501,22.04,0.05,0,0,0,0,0,25550.0,0,0,0,0,0,940.0,40.58,22,260,520,
,2853370,1497080,284339,23.11,0.05,0,0,0,0,0,25600.0,0,0,0,0,0,1010.75,55.17,15,65,195,
,847535,535470,137519,24.17,0.05,0,0,0,0,0,25650.0,0,0,0,0,0,1170.0,93.69,31,65,975,
,1919580,973310,252551,25.23,0.05,0,0,0,0,0,25700.0,0,0,0,0,0,1254.9,105.57,51,520,520,
,656955,298675,76947,26.28,0.05,0,0,0,0,0,25750.0,0,0,0,0,0,1822.0,0.0,0,0,0,
,1871675,980460,169346,27.33,0.05,0,0,0,0,0,25800.0,0,0,0,0,0,1315.0,100.05,44,-390,1560,
,658060,524940,74227,28.37,0.05,0,0,0,0,0,25850.0,0,0,0,0,0,1366.0,102.86,5,-195,130,
,395005,128570,76325,29.4,0.05,0,0,0,0,0,25900.0,0,0,0,0,0,1600.0,152.09,0,0,0,
,205140,78780,31732,30.44,0.05,0,0,0,0,0,25950.0,0,0,0,0,0,2001.55,0.0,0,0,0,
,2725320,1038440,191042,31.46,0.05,0,0,0,0,0,26000.0,0,0,0,0,0,1388.0,53.3,1136,-50440,32240,
,440960,252850,41017,32.49,0.05,0,0,0,0,0,26050.0,0,0,0,0,0,2092.95,0.0,0,0,0,
,426335,153140,35988,33.5,0.05,0,0,0,0,0,26100.0,0,0,0,0,0,1473.6,0.0,1,0,65,
,276510,39650,14368,34.52,0.05,0,0,0,0,0,26150.0,0,0,0,0,0,2185.2,0.0,0,0,0,
,1283555,169390,83368,35.53,0.05,0,0,0,0,0,26200.0,0,0,0,0,0,1615.0,80.93,10,0,1820,
,18525,18525,881,36.53,0.05,0,0,0,0,0,26250.0,0,0,0,0,0,2278.35,0.0,0,0,0,
,160160,159705,11941,37.54,0.05,0,0,0,0,0,26300.0,0,0,0,0,0,2325.2,0.0,0,0,0,
,75595,75595,3008,38.53,0.05,0,0,0,0,0,26350.0,0,0,0,0,0,2372.2,0.0,0,0,0,
,124995,124995,5178,39.53,0.05,0,0,0,0,0,26400.0,0,0,0,0,0,2419.4,0.0,0,0,0,
,96395,96395,3244,40.52,0.05,0,0,0,0,0,26450.0,0,0,0,0,0,2466.75,0.0,0,0,0,
,290225,290225,23142,41.51,0.05,0,0,0,0,0,26500.0,0,0,0,0,0,2514.25,0.0,0,0,0,
,53820,53820,1501,42.49,0.05,0,0,0,0,0,26550.0,0,0,0,0,0,2561.9,0.0,0,0,0,
,70135,70135,3294,43.47,0.05,0,0,0,0,0,26600.0,0,0,0,0,0,2609.7,0.0,0,0,0,
,28405,28405,1077,44.45,0.05,0,0,0,0,0,26650.0,0,0,0,0,0,2657.6,0.0,0,0,0,
,67405,67405,4276,45.42,0.05,0,0,0,0,0,26700.0,0,0,0,0,0,2705.65,0.0,0,0,0,
,34515,34515,1262,46.39,0.05,0,0,0,0,0,26750.0,0,0,0,0,0,2753.8,0.0,0,0,0,
,76050,76050,4655,47.36,0.05,0,0,0,0,0,26800.0,0,0,0,0,0,2802.05,0.0,0,0,0,
,33670,33670,1014,48.32,0.05,0,0,0,0,0,26850.0,0,0,0,0,0,2850.4,0.0,0,0,0,
,72995,72150,2630,49.28,0.05,0,0,0,0,0,26900.0,0,0,0,0,0,2898.85,0.0,0,0,0,
,37570,37570,1289,50.24,0.05,0,0,0,0,0,26950.0,0,0,0,0,0,2947.35,0.0,0,0,0,
,334425,333320,35254,51.19,0.05,0,0,0,0,0,27000.0,0,0,0,0,0,2996.0,0.0,0,0,0,
,43875,43875,1543,52.15,0.05,0,0,0,0,0,27050.0,0,0,0,0,0,3044.65,0.0,0,0,0,
,31655,31655,1292,53.09,0.05,0,0,0,0,0,27100.0,0,0,0,0,0,2255.95,0.0,2,65,65,
,152880,152880,12330,54.04,0.05,0,0,0,0,0,27150.0,0,0,0,0,0,3142.25,0.0,0,0,0,
,301925,301925,18827,54.98,0.05,0,0,0,0,0,27200.0,0,0,0,0,0,3191.15,0.0,0,0,0,
