CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,260,0,0,0.0,1733.55,0,0,0,0,0,22250.0,0,0,0,0,0,0.05,42.65,19571,-75725,151710,
,260,-130,3,56.31,1690.0,0,0,0,0,0,22300.0,0,0,0,0,0,0.05,41.46,38538,-275080,457145,
,260,0,0,0.0,1636.55,0,0,0,0,0,22350.0,0,0,0,0,0,0.05,40.27,13067,-113425,169975,
,715,0,1,98.67,1640.0,0,0,0,0,0,22400.0,0,0,0,0,0,0.05,39.09,48383,-631995,562770,
,325,0,0,0.0,1400.0,0,0,0,0,0,22450.0,0,0,0,0,0,0.05,37.91,21648,-137540,263965,
,136110,-10400,494,38.11,1488.65,0,0,0,0,0,22500.0,0,0,0,0,0,0.05,36.72,290383,-2317315,4165070,
,325,65,2,65.77,1450.1,0,0,0,0,0,22550.0,0,0,0,0,0,0.05,35.54,25388,-82485,202865,
,1300,-130,7,72.12,1410.0,0,0,0,0,0,22600.0,0,0,0,0,0,0.05,34.35,56911,-278785,604630,
,3315,-65,6,77.49,1372.05,0,0,0,0,0,22650.0,0,0,0,0,0,0.05,33.17,36874,-418730,262015,
,5200,-325,19,0.0,1258.45,0,0,0,0,0,22700.0,0,0,0,0,0,0.05,31.99,113438,-818935,929890,
,4615,0,0,0.0,1080.25,0,0,0,0,0,22750.0,0,0,0,0,0,0.05,30.8,48424,-195910,472615,
,9295,-130,32,0.0,1167.8,0,0,0,0,0,22800.0,0,0,0,0,0,0.05,29.62,336205,-935935,2371200,
,845,-65,6,0.0,1123.0,0,0,0,0,0,22850.0,0,0,0,0,0,0.05,28.43,95227,-79885,656565,
,19435,-1560,41,36.71,1089.8,0,0,0,0,0,22900.0,0,0,0,0,0,0.05,27.25,207801,-897910,1707615,
,1560,65,5,0.0,1028.9,0,0,0,0,0,22950.0,0,0,0,0,0,0.05,26.06,120749,-202215,1031680,
,286975,-57850,3576,0.0,988.6,0,0,0,0,0,23000.0,0,0,0,0,0,0.05,24.87,1169593,-5580575,8482370,
,2405,325,22,28.73,939.1,0,0,0,0,0,23050.0,0,0,0,0,0,0.05,23.68,123886,269165,1149330,
,33865,-845,97,35.37,892.0,0,0,0,0,0,23100.0,0,0,0,0,0,0.05,22.49,477549,-12415,2799030,
,8905,715,61,0.0,835.0,0,0,0,0,0,23150.0,0,0,0,0,0,0.05,21.3,197990,-288990,1417390,
,42900,-4745,326,0.0,784.25,0,0,0,0,0,23200.0,0,0,0,0,0,0.05,20.1,790817,291590,5512975,
,14040,-715,90,25.12,739.6,0,0,0,0,0,23250.0,0,0,0,0,0,0.05,18.91,324665,245245,2076880,
,65260,-8450,668,0.0,684.0,0,0,0,0,0,23300.0,0,0,0,0,0,0.05,17.71,887258,-1132755,5118490,
,52845,-4030,339,23.11,640.0,0,0,0,0,0,23350.0,0,0,0,0,0,0.05,16.5,437959,-819715,2126670,
,69810,-19435,1608,0.0,583.85,0,0,0,0,0,23400.0,0,0,0,0,0,0.05,15.3,1091953,-1464970,5377255,
,60190,-9685,994,0.0,535.5,0,0,0,0,0,23450.0,0,0,0,0,0,0.05,14.09,966027,-819585,2530385,
,385775,-238225,23601,0.0,471.0,0,0,0,0,0,23500.0,0,0,0,0,0,0.05,12.87,2250888,-2393365,7832435,
,120315,-35360,4082,0.0,434.8,0,0,0,0,0,23550.0,0,0,0,0,0,0.05,11.65,714283,-1850680,1804075,
,442715,-92040,21907,0.0,384.15,0,0,0,0,0,23600.0,0,0,0,0,0,0.05,10.42,1595027,-3524430,4761380,
,386295,-257920,23606,0.0,335.8,0,0,0,0,0,23650.0,0,0,0,0,0,0.05,9.18,1245568,-751010,4423510,
,1193140,-702910,102959,0.0,259.0,0,0,0,0,0,23700.0,0,0,0,0,0,0.05,7.93,2706578,-3027765,7214610,
,294970,-127985,105368,0.0,234.75,0,0,0,0,0,23750.0,0,0,0,0,0,0.05,6.66,2647434,-1798940,3753360,
,1105650,-900640,652163,0.0,184.8,0,0,0,0,0,23800.0,0,0,0,0,0,0.1,5.77,5417220,-2936375,7441590,
,864890,-291135,1261472,0.0,134.75,0,0,0,0,0,23850.0,0,0,0,0,0,0.05,4.07,6501861,-509925,5277870,
,3064685,-515320,4948061,0.0,85.2,0,0,0,0,0,23900.0,0,0,0,0,0,0.05,2.73,18346898,1414400,13769405,
,9541545,5814705,14829028,0.0,35.3,0,0,0,0,0,23950.0,0,0,0,0,0,0.05,1.31,35295089,12945270,22928295,
,32400550,19931535,40300828,0.0,0.05,0,0,0,0,0,24000.0,0,0,0,0,0,14.5,0.0,37388862,3020680,16588650,
,14325480,8083920,25118624,1.95,0.05,0,0,0,0,0,24050.0,0,0,0,0,0,64.3,0.0,10701584,1278810,4175535,
,11994320,1571700,15245129,3.32,0.05,0,0,0,0,0,24100.0,0,0,0,0,0,114.45,0.0,4912449,-597220,2927730,
,5794490,191425,6458519,4.63,0.05,0,0,0,0,0,24150.0,0,0,0,0,0,164.65,0.0,1188407,-136240,434395,
,8416265,-6322225,5890841,5.9,0.05,0,0,0,0,0,24200.0,0,0,0,0,0,213.6,0.0,728586,-701610,1533935,
,4780490,-1083550,2458301,7.15,0.05,0,0,0,0,0,24250.0,0,0,0,0,0,265.3,13.2,120315,-34320,342420,
,7167290,-3460275,2222555,8.38,0.05,0,0,0,0,0,24300.0,0,0,0,0,0,314.65,0.0,101541,-357110,601575,
,3197675,-434200,1002604,9.59,0.05,0,0,0,0,0,24350.0,0,0,0,0,0,364.8,16.63,18730,20670,138905,
,5966155,-941850,1473564,10.78,0.05,0,0,0,0,0,24400.0,0,0,0,0,0,415.45,19.04,24581,-124280,567320,
,1628445,-1123785,854076,11.96,0.05,0,0,0,0,0,24450.0,0,0,0,0,0,463.25,0.0,2925,-2275,54990,
,9967295,-423280,1987621,13.13,0.05,0,0,0,0,0,24500.0,0,0,0,0,0,516.0,23.2,27642,-564070,913250,
,1968395,-410020,845760,14.29,0.05,0,0,0,0,0,24550.0,0,0,0,0,0,566.1,25.1,1316,-4485,38935,
,5028725,-57330,797091,15.44,0.05,0,0,0,0,0,24600.0,0,0,0,0,0,626.35,33.95,3343,-24310,171600,
,1156350,-345085,299346,16.58,0.05,0,0,0,0,0,24650.0,0,0,0,0,0,664.2,0.0,229,-1170,24700,
,5553665,1157520,609744,17.71,0.05,0,0,0,0,0,24700.0,0,0,0,0,0,716.75,31.08,1476,-7410,107185,
,2192060,514280,267293,18.84,0.05,0,0,0,0,0,24750.0,0,0,0,0,0,765.7,31.69,265,1040,27560,
,6202170,331240,1033847,19.95,0.05,0,0,0,0,0,24800.0,0,0,0,0,0,816.3,34.08,1415,-14170,113100,
,1238445,-193830,127516,21.06,0.05,0,0,0,0,0,24850.0,0,0,0,0,0,860.65,0.0,138,2275,21190,
,2778100,212225,349590,22.17,0.05,0,0,0,0,0,24900.0,0,0,0,0,0,911.85,0.0,461,-3770,49530,
,824980,-164775,121855,23.26,0.05,0,0,0,0,0,24950.0,0,0,0,0,0,966.5,39.4,95,-455,12285,
,8803275,-3052010,851315,24.35,0.05,0,0,0,0,0,25000.0,0,0,0,0,0,1017.85,42.63,11429,-294255,684190,
,695110,68705,75732,25.44,0.05,0,0,0,0,0,25050.0,0,0,0,0,0,1056.8,0.0,2,0,2080,
,1597310,-790660,127261,26.52,0.05,0,0,0,0,0,25100.0,0,0,0,0,0,1114.5,0.0,327,-3900,22880,
,539890,-26715,82485,27.59,0.05,0,0,0,0,0,25150.0,0,0,0,0,0,1133.0,0.0,16,-260,1625,
,2239120,-449670,149675,28.66,0.05,0,0,0,0,0,25200.0,0,0,0,0,0,1212.5,0.0,658,-21255,43550,
,710125,-183690,38840,29.72,0.05,0,0,0,0,0,25250.0,0,0,0,0,0,1246.35,0.0,0,0,1170,
,3068195,-992745,240308,30.78,0.05,0,0,0,0,0,25300.0,0,0,0,0,0,1316.85,51.33,213,-3445,12350,
,1417260,-106860,245268,31.84,0.05,0,0,0,0,0,25350.0,0,0,0,0,0,1327.45,0.0,0,0,1040,
,1005030,-50115,62780,32.89,0.05,0,0,0,0,0,25400.0,0,0,0,0,0,1413.6,0.0,141,-3380,5655,
,327665,58110,37141,33.93,0.05,0,0,0,0,0,25450.0,0,0,0,0,0,1489.0,75.04,2,65,260,
,3410550,-1536080,224425,34.97,0.05,0,0,0,0,0,25500.0,0,0,0,0,0,1519.2,60.85,4566,-166140,475085,
,452140,-42185,30886,36.01,0.05,0,0,0,0,0,25550.0,0,0,0,0,0,1540.0,0.0,5,-130,195,
,510900,-337740,29233,37.04,0.05,0,0,0,0,0,25600.0,0,0,0,0,0,1641.0,81.98,88,-1170,8255,
,150800,-59475,15988,38.07,0.05,0,0,0,0,0,25650.0,0,0,0,0,0,1715.0,96.56,0,0,390,
,409760,-196235,25914,39.1,0.05,0,0,0,0,0,25700.0,0,0,0,0,0,1710.0,0.0,62,-780,10075,
,108030,-34255,8729,42.24,0.1,0,0,0,0,0,25750.0,0,0,0,0,0,1792.0,88.26,1,0,650,
,761215,-98475,54082,41.13,0.05,0,0,0,0,0,25800.0,0,0,0,0,0,1814.0,0.0,100,-1560,10205,
,69940,-18525,4562,42.14,0.05,0,0,0,0,0,25850.0,0,0,0,0,0,1875.0,78.73,2,-65,65,
,354770,104650,22909,43.15,0.05,0,0,0,0,0,25900.0,0,0,0,0,0,1932.0,86.65,29,-260,2145,
,120185,37635,9031,44.16,0.05,0,0,0,0,0,25950.0,0,0,0,0,0,1979.05,85.9,6,0,455,
,2954120,-541450,86129,45.16,0.05,0,0,0,0,0,26000.0,0,0,0,0,0,2020.2,78.09,6042,-55705,1123590,
,145860,23985,11265,46.16,0.05,0,0,0,0,0,26050.0,0,0,0,0,0,2080.05,90.18,16,0,1040,
,234000,29120,18429,47.15,0.05,0,0,0,0,0,26100.0,0,0,0,0,0,2117.1,76.4,90,-1300,8515,
,93925,34580,6262,48.15,0.05,0,0,0,0,0,26150.0,0,0,0,0,0,2150.0,0.0,1,0,65,
,211120,6500,18326,49.13,0.05,0,0,0,0,0,26200.0,0,0,0,0,0,2211.0,0.0,384,-8580,20800,
,147875,26910,10606,50.12,0.05,0,0,0,0,0,26250.0,0,0,0,0,0,1770.65,0.0,0,0,65,
,981240,207025,45779,51.1,0.05,0,0,0,0,0,26300.0,0,0,0,0,0,2320.0,87.06,1628,-6370,331565,
