CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,7145255,3972800,11871868,0.0,51.8,0,0,0,0,0,24000.0,0,0,0,0,0,0.05,1.79,40787146,8380645,27251575,
,22959040,21804835,32485416,0.0,1.9,0,0,0,0,0,24050.0,0,0,0,0,0,0.05,0.0,44716272,19637605,28143505,
,30610385,27501890,39277903,1.47,0.05,0,0,0,0,0,24100.0,0,0,0,0,0,47.9,0.0,27087478,-1858610,11046620,
,12984855,9183655,22692908,2.86,0.05,0,0,0,0,0,24150.0,0,0,0,0,0,97.6,0.0,9017167,-3938740,5999500,
,11823760,3377660,18295141,4.18,0.05,0,0,0,0,0,24200.0,0,0,0,0,0,147.5,0.0,5740905,-7854795,3950115,
,5854485,-247975,9424254,5.46,0.05,0,0,0,0,0,24250.0,0,0,0,0,0,197.4,0.0,1155964,-3357965,429910,
,9256000,-69030,8309572,6.72,0.05,0,0,0,0,0,24300.0,0,0,0,0,0,247.55,0.0,806554,-1805115,1034475,
,5650385,613730,4861085,7.95,0.05,0,0,0,0,0,24350.0,0,0,0,0,0,297.1,0.0,125320,-320645,123825,
,7164885,-1084980,4205761,9.16,0.05,0,0,0,0,0,24400.0,0,0,0,0,0,347.85,0.0,138988,-505895,315380,
,3755050,-1672970,1953361,10.35,0.05,0,0,0,0,0,24450.0,0,0,0,0,0,397.75,0.0,28470,-126685,123240,
,12979525,-4243590,3509724,11.54,0.05,0,0,0,0,0,24500.0,0,0,0,0,0,447.5,0.0,76761,-362505,3013270,
,4401735,633425,1598086,12.71,0.05,0,0,0,0,0,24550.0,0,0,0,0,0,499.25,22.49,3586,-260,73775,
,8426730,218985,2435234,13.87,0.05,0,0,0,0,0,24600.0,0,0,0,0,0,547.55,0.0,7611,-36530,325975,
,3841175,636480,1080651,15.01,0.05,0,0,0,0,0,24650.0,0,0,0,0,0,599.3,26.14,1291,-4550,56485,
,6005480,-1802190,1470988,16.15,0.05,0,0,0,0,0,24700.0,0,0,0,0,0,649.45,28.06,2547,-32890,89245,
,3244215,1279005,630572,17.29,0.05,0,0,0,0,0,24750.0,0,0,0,0,0,696.95,0.0,478,-1495,19500,
,5263960,-615550,953955,18.41,0.05,0,0,0,0,0,24800.0,0,0,0,0,0,748.0,29.83,3558,-1300,73255,
,2259270,955565,336712,19.53,0.05,0,0,0,0,0,24850.0,0,0,0,0,0,796.4,0.0,745,-3315,19760,
,3348800,230750,523269,20.64,0.05,0,0,0,0,0,24900.0,0,0,0,0,0,846.7,0.0,602,1040,30420,
,1546025,559715,220823,21.74,0.05,0,0,0,0,0,24950.0,0,0,0,0,0,899.8,37.06,47,0,20930,
,10005710,2641210,1167915,22.83,0.05,0,0,0,0,0,25000.0,0,0,0,0,0,947.5,0.0,4585,-136565,126750,
,2128490,1202890,178724,23.92,0.05,0,0,0,0,0,25050.0,0,0,0,0,0,1013.0,51.17,283,-3770,14170,
,3455270,1178190,392954,25.01,0.05,0,0,0,0,0,25100.0,0,0,0,0,0,1049.85,42.13,421,845,17095,
,980005,339820,121926,26.09,0.05,0,0,0,0,0,25150.0,0,0,0,0,0,1115.0,56.28,18,-585,3640,
,2551380,-1116375,263364,27.16,0.05,0,0,0,0,0,25200.0,0,0,0,0,0,1148.5,43.48,232,-5980,18590,
,631085,75595,93653,28.23,0.05,0,0,0,0,0,25250.0,0,0,0,0,0,1200.25,47.57,3,0,780,
,1483430,-465595,161256,29.29,0.05,0,0,0,0,0,25300.0,0,0,0,0,0,1246.5,0.0,172,-2600,5525,
,372320,125515,40145,30.35,0.05,0,0,0,0,0,25350.0,0,0,0,0,0,1300.35,50.94,3,130,1625,
,1692795,172640,224160,31.4,0.05,0,0,0,0,0,25400.0,0,0,0,0,0,1332.45,0.0,45,-65,9230,
,362700,-229645,29867,32.45,0.05,0,0,0,0,0,25450.0,0,0,0,0,0,1394.3,0.0,2,0,2405,
,3683485,-789360,336355,33.49,0.05,0,0,0,0,0,25500.0,0,0,0,0,0,1452.05,57.97,1470,-68055,41925,
,406965,197340,49601,34.53,0.05,0,0,0,0,0,25550.0,0,0,0,0,0,1439.25,0.0,24,520,2860,
,740740,-150995,56633,35.57,0.05,0,0,0,0,0,25600.0,0,0,0,0,0,1538.0,0.0,8,-65,1495,
,278785,-62010,22698,36.6,0.05,0,0,0,0,0,25650.0,0,0,0,0,0,1560.0,0.0,1,0,1430,
,653055,-157105,26693,37.63,0.05,0,0,0,0,0,25700.0,0,0,0,0,0,1638.0,0.0,7,-65,715,
,194350,55900,11096,38.65,0.05,0,0,0,0,0,25750.0,0,0,0,0,0,1540.6,0.0,0,0,1755,
,530725,-79105,29866,39.67,0.05,0,0,0,0,0,25800.0,0,0,0,0,0,1735.0,0.0,11,-325,1040,
,146770,16705,10786,40.68,0.05,0,0,0,0,0,25850.0,0,0,0,0,0,1790.7,0.0,8,0,3055,
,613470,-115700,44683,41.7,0.05,0,0,0,0,0,25900.0,0,0,0,0,0,1805.0,0.0,6,-260,130,
,120445,-11115,6407,42.7,0.05,0,0,0,0,0,25950.0,0,0,0,0,0,1885.2,0.0,16,1040,9035,
,1187355,-98085,86927,43.71,0.05,0,0,0,0,0,26000.0,0,0,0,0,0,1952.0,73.73,1023,-36270,25415,
,77415,-5655,4827,44.71,0.05,0,0,0,0,0,26050.0,0,0,0,0,0,2006.65,81.17,4,195,6110,
,224640,-21060,18214,45.7,0.05,0,0,0,0,0,26100.0,0,0,0,0,0,1889.1,0.0,0,0,1040,
,109915,34970,5977,46.7,0.05,0,0,0,0,0,26150.0,0,0,0,0,0,1938.95,0.0,0,0,650,
,292890,99580,37269,47.69,0.05,0,0,0,0,0,26200.0,0,0,0,0,0,2142.65,0.0,4,0,0,
,114010,-35620,10759,48.67,0.05,0,0,0,0,0,26250.0,0,0,0,0,0,0.0,0.0,0,0,0,
,1091935,203515,77240,49.66,0.05,0,0,0,0,0,26300.0,0,0,0,0,0,2266.45,98.82,5,0,520,
