CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,0,0,0,0.0,1632.7,0,0,0,0,0,22550.0,0,0,0,0,0,0.05,39.98,9306,-25155,88270,
,0,0,0,0.0,1425.35,0,0,0,0,0,22600.0,0,0,0,0,0,0.05,38.81,45988,-413335,351715,
,0,0,0,58.03,1544.75,0,0,0,0,0,22650.0,0,0,0,0,0,0.05,37.63,21707,-89505,165100,
,0,0,0,66.07,1501.4,0,0,0,0,0,22700.0,0,0,0,0,0,0.05,36.46,97517,-677885,775710,
,0,0,0,70.74,1458.5,0,0,0,0,0,22750.0,0,0,0,0,0,0.05,35.29,50985,-148915,278590,
,2145,-130,3,0.0,1386.0,0,0,0,0,0,22800.0,0,0,0,0,0,0.05,34.11,113592,-1562340,920010,
,65,0,0,0.0,1072.0,0,0,0,0,0,22850.0,0,0,0,0,0,0.05,32.94,23999,-155805,299715,
,5525,-390,13,51.2,1295.7,0,0,0,0,0,22900.0,0,0,0,0,0,0.05,31.77,62189,-604695,706485,
,65,0,1,0.0,1235.0,0,0,0,0,0,22950.0,0,0,0,0,0,0.05,30.59,57774,112840,740480,
,81770,-55185,1978,0.0,1190.15,0,0,0,0,0,23000.0,0,0,0,0,0,0.05,29.42,731631,-2472860,6571370,
,130,-65,1,0.0,1109.0,0,0,0,0,0,23050.0,0,0,0,0,0,0.05,28.24,124569,206895,963300,
,17485,-390,21,0.0,1085.0,0,0,0,0,0,23100.0,0,0,0,0,0,0.05,27.07,281836,-1383655,1901250,
,390,-65,7,0.0,1030.05,0,0,0,0,0,23150.0,0,0,0,0,0,0.05,25.89,121197,171795,1015755,
,13455,-2665,290,0.0,987.75,0,0,0,0,0,23200.0,0,0,0,0,0,0.05,24.72,480569,-1706055,3098875,
,3965,65,27,0.0,939.25,0,0,0,0,0,23250.0,0,0,0,0,0,0.05,23.54,213526,321035,1984580,
,26195,-6500,297,26.53,891.4,0,0,0,0,0,23300.0,0,0,0,0,0,0.05,22.36,771597,51740,4663880,
,5720,1755,51,0.0,797.35,0,0,0,0,0,23350.0,0,0,0,0,0,0.05,21.17,259227,147160,1926925,
,16510,-15080,855,0.0,789.15,0,0,0,0,0,23400.0,0,0,0,0,0,0.05,19.99,636270,-765115,4727905,
,17030,-8775,534,0.0,738.45,0,0,0,0,0,23450.0,0,0,0,0,0,0.05,18.8,419501,1123330,3152435,
,68120,-103870,4284,0.0,688.4,0,0,0,0,0,23500.0,0,0,0,0,0,0.05,17.61,1470303,-1445860,7272525,
,18200,-2210,637,0.0,637.85,0,0,0,0,0,23550.0,0,0,0,0,0,0.05,16.42,461909,-545155,1744080,
,64480,-2990,1476,0.0,588.9,0,0,0,0,0,23600.0,0,0,0,0,0,0.05,15.22,1309759,-1161160,4928300,
,31395,17485,1271,0.0,538.0,0,0,0,0,0,23650.0,0,0,0,0,0,0.05,14.02,1248440,203710,3785275,
,92690,8190,5411,0.0,487.35,0,0,0,0,0,23700.0,0,0,0,0,0,0.05,12.82,2013958,-1137565,5998915,
,42120,9165,3427,0.0,436.65,0,0,0,0,0,23750.0,0,0,0,0,0,0.05,11.61,957355,131235,3853850,
,170170,-92365,26284,0.0,386.55,0,0,0,0,0,23800.0,0,0,0,0,0,0.05,10.39,1995556,-3512665,6361030,
,62075,-5070,16621,0.0,337.0,0,0,0,0,0,23850.0,0,0,0,0,0,0.05,9.16,1411594,-1115920,3349840,
,246220,-12155,108340,0.0,287.85,0,0,0,0,0,23900.0,0,0,0,0,0,0.05,7.92,3814900,-1787045,6302855,
,157365,4875,144625,0.0,238.15,0,0,0,0,0,23950.0,0,0,0,0,0,0.05,6.67,5126278,-838240,5154370,
,1220050,-410865,1191751,0.0,187.9,0,0,0,0,0,24000.0,0,0,0,0,0,0.05,5.39,8677634,-1838915,11070800,
,740350,275535,1436558,0.0,137.5,0,0,0,0,0,24050.0,0,0,0,0,0,0.05,4.1,10277075,2904265,7937345,
,5085080,2725775,8072383,0.0,87.55,0,0,0,0,0,24100.0,0,0,0,0,0,0.05,2.77,24034155,4828265,15991105,
,10830170,8835710,22020013,0.0,37.6,0,0,0,0,0,24150.0,0,0,0,0,0,0.05,1.37,39185156,24412765,34643635,
,45467305,38881375,48849517,0.0,0.05,0,0,0,0,0,24200.0,0,0,0,0,0,12.2,0.0,32924798,3634930,17045990,
,18438680,12218635,26779478,1.87,0.05,0,0,0,0,0,24250.0,0,0,0,0,0,62.15,0.0,10349150,-1734070,4057625,
,13107900,4315740,13694018,3.23,0.05,0,0,0,0,0,24300.0,0,0,0,0,0,111.95,0.0,4818606,-2084095,2046395,
,5899205,1116440,7713296,4.53,0.05,0,0,0,0,0,24350.0,0,0,0,0,0,162.3,0.0,1270863,-508430,501410,
,9138285,1905800,5513370,5.79,0.05,0,0,0,0,0,24400.0,0,0,0,0,0,211.5,0.0,753215,-424840,591695,
,6432270,1809795,3284166,7.03,0.05,0,0,0,0,0,24450.0,0,0,0,0,0,261.6,0.0,135041,-80405,127335,
,11021140,-517530,3945825,8.8,0.1,0,0,0,0,0,24500.0,0,0,0,0,0,311.4,0.0,153341,-463840,241345,
,5174260,346385,2013178,9.45,0.05,0,0,0,0,0,24550.0,0,0,0,0,0,362.0,0.0,16791,16705,76050,
,7997535,1259115,1853101,10.63,0.05,0,0,0,0,0,24600.0,0,0,0,0,0,411.2,0.0,16420,-18915,124215,
,4549155,834535,1299720,11.81,0.05,0,0,0,0,0,24650.0,0,0,0,0,0,462.0,0.0,2838,28535,54210,
,8673145,1577355,2346728,12.97,0.05,0,0,0,0,0,24700.0,0,0,0,0,0,511.75,0.0,4279,6370,68380,
,4256135,1608165,1021163,14.12,0.05,0,0,0,0,0,24750.0,0,0,0,0,0,561.0,0.0,1148,24115,35685,
,7379125,2373995,1232975,15.26,0.05,0,0,0,0,0,24800.0,0,0,0,0,0,613.85,26.71,1972,18200,72020,
,2856230,406185,561984,16.39,0.05,0,0,0,0,0,24850.0,0,0,0,0,0,672.0,34.5,403,19045,29965,
,5244070,2494375,751901,17.51,0.05,0,0,0,0,0,24900.0,0,0,0,0,0,714.8,31.15,850,15275,31785,
,2996175,1284530,409176,18.63,0.05,0,0,0,0,0,24950.0,0,0,0,0,0,764.95,33.05,349,19760,22230,
,13095225,4769700,2132605,19.74,0.05,0,0,0,0,0,25000.0,0,0,0,0,0,812.0,0.0,4494,-107705,98930,
,1908660,619385,241562,20.84,0.05,0,0,0,0,0,25050.0,0,0,0,0,0,858.75,0.0,154,6565,8515,
,4474990,130000,478861,21.93,0.05,0,0,0,0,0,25100.0,0,0,0,0,0,914.95,38.24,270,10205,13455,
,1668290,780585,171805,23.02,0.05,0,0,0,0,0,25150.0,0,0,0,0,0,965.05,40.05,138,6955,8060,
,2344030,-1226095,367800,24.1,0.05,0,0,0,0,0,25200.0,0,0,0,0,0,1015.2,41.9,557,-8905,18590,
,1666470,820625,175933,25.18,0.05,0,0,0,0,0,25250.0,0,0,0,0,0,1079.0,54.39,3,0,585,
,1877070,-770770,260475,26.25,0.05,0,0,0,0,0,25300.0,0,0,0,0,0,1114.4,44.29,83,3445,4940,
,810940,342225,82425,27.32,0.05,0,0,0,0,0,25350.0,0,0,0,0,0,1180.0,58.86,8,-455,65,
,1634035,-147030,186947,28.38,0.05,0,0,0,0,0,25400.0,0,0,0,0,0,1215.8,49.26,43,-390,1300,
,722670,138450,67208,29.43,0.05,0,0,0,0,0,25450.0,0,0,0,0,0,1270.0,55.21,0,0,0,
,7485855,2942550,607374,30.48,0.05,0,0,0,0,0,25500.0,0,0,0,0,0,1315.4,52.05,1394,-42445,33345,
,696280,162890,66753,31.53,0.05,0,0,0,0,0,25550.0,0,0,0,0,0,1342.85,0.0,2,65,130,
,1258010,754130,122521,32.57,0.05,0,0,0,0,0,25600.0,0,0,0,0,0,1430.0,68.28,0,0,715,
,411060,239070,250785,33.61,0.05,0,0,0,0,0,25650.0,0,0,0,0,0,1485.0,73.36,8,0,585,
,701805,-22620,170246,34.64,0.05,0,0,0,0,0,25700.0,0,0,0,0,0,1519.0,62.72,4,-65,195,
,284895,92755,43508,35.67,0.05,0,0,0,0,0,25750.0,0,0,0,0,0,1689.35,119.63,0,0,65,
,1143090,-298220,76197,36.69,0.05,0,0,0,0,0,25800.0,0,0,0,0,0,1620.0,67.09,1,0,845,
,160550,35815,14299,37.71,0.05,0,0,0,0,0,25850.0,0,0,0,0,0,1670.0,68.74,4,0,260,
,427245,45370,33897,38.73,0.05,0,0,0,0,0,25900.0,0,0,0,0,0,1975.05,165.63,0,0,520,
,124800,53300,8897,39.74,0.05,0,0,0,0,0,25950.0,0,0,0,0,0,1879.05,125.66,0,0,65,
,1437020,-1625,96026,40.75,0.05,0,0,0,0,0,26000.0,0,0,0,0,0,1816.0,68.68,800,-30615,20085,
,101400,47060,5344,43.95,0.1,0,0,0,0,0,26050.0,0,0,0,0,0,1980.8,130.82,0,0,65,
,340665,113750,37686,42.76,0.05,0,0,0,0,0,26100.0,0,0,0,0,0,1999.5,121.65,0,0,0,
,230295,93795,17472,43.76,0.05,0,0,0,0,0,26150.0,0,0,0,0,0,2045.95,122.38,0,0,0,
,1178255,469755,93210,44.75,0.05,0,0,0,0,0,26200.0,0,0,0,0,0,2092.6,123.13,0,0,0,
