CALLS,,,,,,,,,,,,,,,,,,,,,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,54210,18460,3260,0.0,583.5,0,0,0,0,0,23750.0,0,0,0,0,0,0.05,15.06,752748,-1155700,2202200,
,385515,715,35407,0.0,533.7,0,0,0,0,0,23800.0,0,0,0,0,0,0.05,13.86,1853551,-2671305,5446285,
,105690,16185,17016,0.0,485.55,0,0,0,0,0,23850.0,0,0,0,0,0,0.05,12.66,1207248,578370,3535480,
,285220,-121225,101328,0.0,435.75,0,0,0,0,0,23900.0,0,0,0,0,0,0.05,11.46,2545511,-851825,5214365,
,178360,-6565,140038,0.0,385.3,0,0,0,0,0,23950.0,0,0,0,0,0,0.05,10.25,3136387,-162630,3399500,
,4020055,-1217515,1325290,0.0,333.9,0,0,0,0,0,24000.0,0,0,0,0,0,0.05,9.02,8016808,-3723720,12546690,
,600990,-180505,1512168,0.0,284.15,0,0,0,0,0,24050.0,0,0,0,0,0,0.05,7.79,10080061,650910,5575440,
,2186600,-1368705,7234486,0.0,234.35,0,0,0,0,0,24100.0,0,0,0,0,0,0.05,6.55,23034394,410735,9553570,
,3813875,-692510,17648026,0.0,184.55,0,0,0,0,0,24150.0,0,0,0,0,0,0.05,5.28,28174985,4022915,11247210,
,7099105,-9445345,27733918,0.0,134.85,0,0,0,0,0,24200.0,0,0,0,0,0,0.05,3.99,21625843,3391440,15659865,
,6089135,-6537765,19793998,0.0,84.4,0,0,0,0,0,24250.0,0,0,0,0,0,0.05,2.67,9503375,9136010,12263485,
,9017320,-12605840,18606480,0.0,34.5,0,0,0,0,0,24300.0,0,0,0,0,0,0.05,1.27,6104115,11610170,17808050,
,15437695,5797935,11962826,0.0,0.05,0,0,0,0,0,24350.0,0,0,0,0,0,15.35,0.0,1397291,1134055,2918760,
,8862815,-4196660,6340036,1.94,0.05,0,0,0,0,0,24400.0,0,0,0,0,0,65.3,0.0,567416,284310,3023930,
,4614415,-2910505,2595854,3.29,0.05,0,0,0,0,0,24450.0,0,0,0,0,0,115.25,0.0,89842,-139620,342030,
,9285770,-7001735,2859356,4.58,0.05,0,0,0,0,0,24500.0,0,0,0,0,0,165.1,0.0,138106,-466765,2271230,
,2903030,-3530930,1265858,5.84,0.05,0,0,0,0,0,24550.0,0,0,0,0,0,215.05,0.0,17635,-89245,87490,
,6114810,-4006600,1632971,7.07,0.05,0,0,0,0,0,24600.0,0,0,0,0,0,265.95,12.97,19503,-215735,444080,
,3870620,-1414530,1060100,8.27,0.05,0,0,0,0,0,24650.0,0,0,0,0,0,315.0,0.0,5632,-37765,135590,
,7784075,-1059825,1492369,9.47,0.05,0,0,0,0,0,24700.0,0,0,0,0,0,364.85,0.0,10427,-73840,594880,
,3723265,324285,775055,10.64,0.05,0,0,0,0,0,24750.0,0,0,0,0,0,415.25,0.0,3266,-11570,92040,
,5926180,-1545635,1131039,11.81,0.05,0,0,0,0,0,24800.0,0,0,0,0,0,464.85,0.0,4636,-68315,258310,
,2589015,199940,498900,12.96,0.05,0,0,0,0,0,24850.0,0,0,0,0,0,516.5,22.67,509,1430,71240,
,3197740,-1760265,740755,14.1,0.05,0,0,0,0,0,24900.0,0,0,0,0,0,565.4,0.0,1225,-910,124150,
,1165450,-466375,363025,15.24,0.05,0,0,0,0,0,24950.0,0,0,0,0,0,616.85,26.54,394,5395,28990,
,10311860,-2183805,1433911,16.36,0.05,0,0,0,0,0,25000.0,0,0,0,0,0,665.55,26.86,12405,-62270,868140,
,1506635,-590395,325994,17.48,0.05,0,0,0,0,0,25050.0,0,0,0,0,0,717.2,30.37,112,195,10075,
,2683850,-1491685,396731,18.59,0.05,0,0,0,0,0,25100.0,0,0,0,0,0,768.5,33.36,1241,-9035,64675,
,1121575,111865,191760,19.69,0.05,0,0,0,0,0,25150.0,0,0,0,0,0,857.6,55.26,133,-130,2145,
,4412785,-2349620,472748,20.78,0.05,0,0,0,0,0,25200.0,0,0,0,0,0,868.45,36.79,1143,-6240,72150,
,960310,-676000,134726,21.87,0.05,0,0,0,0,0,25250.0,0,0,0,0,0,963.0,61.86,159,-195,1430,
,2973360,-1526265,330149,22.95,0.05,0,0,0,0,0,25300.0,0,0,0,0,0,968.8,40.57,976,-21580,37050,
,813735,82030,85337,24.03,0.05,0,0,0,0,0,25350.0,0,0,0,0,0,1014.05,0.0,144,8190,9425,
,1509105,-571350,165132,25.1,0.05,0,0,0,0,0,25400.0,0,0,0,0,0,1068.15,43.23,577,-1820,24830,
,404560,-98345,32207,26.16,0.05,0,0,0,0,0,25450.0,0,0,0,0,0,1176.5,75.96,12,-195,845,
,5985265,-1201720,424044,27.22,0.05,0,0,0,0,0,25500.0,0,0,0,0,0,1169.05,47.56,5791,-122525,454155,
,399490,-81705,23253,28.27,0.05,0,0,0,0,0,25550.0,0,0,0,0,0,1219.55,49.77,81,-4420,715,
,1473160,-782860,126374,29.32,0.05,0,0,0,0,0,25600.0,0,0,0,0,0,1266.75,47.86,208,2080,12350,
,427115,-69485,19870,30.37,0.05,0,0,0,0,0,25650.0,0,0,0,0,0,1485.95,119.27,1,0,650,
,653510,-132275,60699,31.41,0.05,0,0,0,0,0,25700.0,0,0,0,0,0,1366.35,50.34,231,3705,12675,
,355030,-72540,26425,32.44,0.05,0,0,0,0,0,25750.0,0,0,0,0,0,1458.0,81.48,0,0,195,
,447200,-219505,38757,33.48,0.05,0,0,0,0,0,25800.0,0,0,0,0,0,1514.3,86.38,65,-1300,5005,
,116610,-22425,16432,36.36,0.1,0,0,0,0,0,25850.0,0,0,0,0,0,1530.0,69.37,4,0,455,
,359710,-804180,94231,35.52,0.05,0,0,0,0,0,25900.0,0,0,0,0,0,1571.15,63.03,10,-260,2795,
,101205,12090,8853,36.54,0.05,0,0,0,0,0,25950.0,0,0,0,0,0,1670.7,95.41,0,0,130,
,3048110,-636805,146675,37.56,0.05,0,0,0,0,0,26000.0,0,0,0,0,0,1670.1,64.99,8522,3770,1144650,
,124280,20735,9716,38.57,0.05,0,0,0,0,0,26050.0,0,0,0,0,0,1880.0,137.75,0,0,130,
,138450,-35230,15583,39.57,0.05,0,0,0,0,0,26100.0,0,0,0,0,0,1837.5,108.72,97,-2665,5785,
,66820,30615,3655,40.58,0.05,0,0,0,0,0,26150.0,0,0,0,0,0,2082.5,171.2,0,0,0,
,117195,-66105,15242,41.58,0.05,0,0,0,0,0,26200.0,0,0,0,0,0,1882.5,83.56,347,-1950,18070,
,46215,-11960,2666,44.8,0.1,0,0,0,0,0,26250.0,0,0,0,0,0,2145.8,166.44,0,0,65,
,507975,-258310,38417,43.56,0.05,0,0,0,0,0,26300.0,0,0,0,0,0,1972.0,76.8,1479,3835,207675,
,38220,20020,1676,44.55,0.05,0,0,0,0,0,26350.0,0,0,0,0,0,1699.45,0.0,0,0,65,
,102700,-8970,13333,45.54,0.05,0,0,0,0,0,26400.0,0,0,0,0,0,1670.0,0.0,0,0,130,
,36725,13910,1048,46.52,0.05,0,0,0,0,0,26450.0,0,0,0,0,0,2328.9,171.47,0,0,0,
,316745,60255,49370,47.5,0.05,0,0,0,0,0,26500.0,0,0,0,0,0,2170.9,81.57,81,-65,3705,
,34775,12935,1492,48.47,0.05,0,0,0,0,0,26550.0,0,0,0,0,0,2413.1,171.54,0,0,0,
,116675,66690,19610,49.44,0.05,0,0,0,0,0,26600.0,0,0,0,0,0,2455.55,171.58,0,0,0,
,25090,6370,988,50.41,0.05,0,0,0,0,0,26650.0,0,0,0,0,0,2498.25,171.61,0,0,0,
,32305,-1235,1179,54.0,0.1,0,0,0,0,0,26700.0,0,0,0,0,0,2541.2,171.65,0,0,0,
,24440,9555,1314,52.34,0.05,0,0,0,0,0,26750.0,0,0,0,0,0,2584.3,171.66,0,0,0,
,59800,2340,2210,53.3,0.05,0,0,0,0,0,26800.0,0,0,0,0,0,2250.0,0.0,0,0,130,
,38025,14430,1252,54.26,0.05,0,0,0,0,0,26850.0,0,0,0,0,0,2671.25,171.72,0,0,0,
,62335,-26065,6257,55.21,0.05,0,0,0,0,0,26900.0,0,0,0,0,0,2650.0,146.61,0,0,65,
,44135,25350,2026,56.16,0.05,0,0,0,0,0,26950.0,0,0,0,0,0,2758.95,171.74,0,0,0,
,165035,-77805,17754,57.11,0.05,0,0,0,0,0,27000.0,0,0,0,0,0,2675.45,102.65,294,-2535,33995,
,41405,15860,1488,58.05,0.05,0,0,0,0,0,27050.0,0,0,0,0,0,2847.45,171.75,0,0,0,
,111670,24245,4147,59.0,0.05,0,0,0,0,0,27100.0,0,0,0,0,0,2800.0,127.33,1,0,130,
,75530,15210,3346,62.93,0.1,0,0,0,0,0,27150.0,0,0,0,0,0,2936.7,171.75,0,0,0,
,295490,5395,17584,60.87,0.05,0,0,0,0,0,27200.0,0,0,0,0,0,2950.0,158.26,18,-390,780,
