date,strike,CE_LTP,CE_IV,CE_OI,CE_Volume,PE_LTP,PE_IV,PE_OI,PE_Volume,spot
2023-02-03,1700,5.98,18.72,503730,169711,99.65,19.52,632092,150522,1598.04
2023-02-03,1750,1.73,18.59,602577,177120,144.92,19.79,857803,228165,1598.04
2023-02-03,1800,0.06,14.74,232735,45859,192.47,16.34,807470,263252,1598.04
2023-02-03,1850,0.05,12.84,291284,57960,242.06,14.84,222030,76687,1598.04
2023-02-03,1900,0.05,14.63,212936,73349,291.79,17.03,294236,50814,1598.04
2023-02-03,1950,0.05,16.46,126518,22880,341.52,19.26,183070,62014,1598.04
2023-02-03,2000,0.05,17.68,35986,8175,391.25,20.88,93694,22782,1598.04
2023-02-03,2050,0.05,13.98,72321,24734,440.98,17.58,37158,8679,1598.04
2023-02-03,2100,0.05,14.02,22575,5289,490.71,18.02,20977,5780,1598.04
2023-02-10,1150,484.32,19.38,21079,5783,0.05,24.38,17848,3284,1629.48
2023-02-10,1200,434.53,18.51,50939,11226,0.05,23.01,60347,13835,1629.48
2023-02-10,1250,384.74,16.19,74315,21424,0.05,20.19,78954,27180,1629.48
2023-02-10,1300,334.95,19.72,194125,54124,0.05,23.22,153236,39443,1629.48
2023-02-10,1350,285.16,15.04,127896,39864,0.05,18.04,421127,125436,1629.48
2023-02-10,1400,235.37,15.07,189180,58024,0.05,17.57,188020,63607,1629.48
2023-02-10,1450,185.6,15.54,628063,159854,0.05,17.54,366750,99438,1629.48
2023-02-10,1500,136.17,16.61,659583,204762,0.66,18.11,678285,190972,1629.48
2023-02-10,1550,89.37,17.51,879631,195236,4.1,18.51,752443,172499,1629.48
2023-02-10,1600,43.92,13.33,459644,142671,8.34,13.83,472980,137847,1629.48
2023-02-10,1650,18.34,15.31,1076800,331157,31.92,15.31,373208,101529,1629.48
2023-02-10,1700,7.87,17.99,481538,165637,71.69,18.39,1184171,196100,1629.48
2023-02-10,1750,1.81,17.46,754071,164262,115.38,18.26,850972,147507,1629.48
2023-02-10,1800,0.27,17.0,657858,126932,163.39,18.2,687603,106546,1629.48
2023-02-10,1850,0.08,18.36,644651,186855,212.9,19.96,413863,65922,1629.48
2023-02-10,1900,0.05,14.6,364544,79408,262.52,16.6,493499,86967,1629.48
2023-02-10,1950,0.05,13.31,206832,48636,312.31,15.71,158923,37270,1629.48
2023-02-10,2000,0.05,14.01,108385,25053,362.1,16.81,174369,47529,1629.48
2023-02-10,2050,0.05,16.78,140336,47438,411.89,19.98,121511,40496,1629.48
2023-02-10,2100,0.05,12.94,47914,14787,461.68,16.54,45222,13432,1629.48
2023-02-10,2150,0.05,17.84,16956,3779,511.47,21.84,20259,5695,1629.48
2023-02-17,1150,509.01,18.42,23075,4961,0.05,23.42,37144,8492,1653.95
2023-02-17,1200,459.23,16.17,41896,8468,0.05,20.67,55249,13298,1653.95
2023-02-17,1250,409.45,19.6,62153,16193,0.05,23.6,58328,15775,1653.95
2023-02-17,1300,359.67,17.43,158654,38986,0.05,20.93,81789,13476,1653.95
2023-02-17,1350,309.89,14.98,194267,30490,0.05,17.98,261009,70593,1653.95
2023-02-17,1400,260.11,16.71,248148,72195,0.05,19.21,276595,93175,1653.95
2023-02-17,1450,210.35,17.78,187784,49916,0.07,19.78,659361,180727,1653.95
2023-02-17,1500,160.59,14.3,393670,107068,0.1,15.8,274668,71022,1653.95
2023-02-17,1550,111.65,15.34,604097,107446,1.23,16.34,423624,130459,1653.95
2023-02-17,1600,66.16,15.06,510661,117787,5.67,15.56,523519,102569,1653.95
2023-02-17,1650,34.67,17.4,825972,150006,23.46,17.4,714463,189288,1653.95
2023-02-17,1700,11.44,15.73,424540,98890,50.58,16.13,658011,190200,1653.95
2023-02-17,1750,2.1,14.47,526419,134327,90.97,15.27,718542,143385,1653.95
2023-02-17,1800,0.46,15.41,442903,82435,138.87,16.61,1245533,433587,1653.95
2023-02-17,1850,0.05,13.71,469660,151339,187.96,15.31,399819,82221,1653.95
2023-02-17,1900,0.05,13.83,271341,71372,237.69,15.83,302514,51081,1653.95
2023-02-17,1950,0.05,15.13,115233,30245,287.47,17.53,176876,34851,1653.95
2023-02-17,2000,0.05,15.83,137478,21035,337.25,18.63,119419,25348,1653.95
2023-02-17,2050,0.05,14.62,61452,18241,387.03,17.82,62475,16479,1653.95
2023-02-17,2100,0.05,15.41,35385,8328,436.81,19.01,94107,20845,1653.95
2023-02-17,2150,0.05,16.77,42073,6510,486.59,20.77,49002,7432,1653.95
2023-02-24,1150,514.51,20.1,28036,7517,0.05,25.1,24072,4695,1657.25
2023-02-24,1200,464.82,17.47,56081,18024,0.05,21.97,56443,18806,1657.25
2023-02-24,1250,415.14,15.12,113308,34850,0.05,19.12,83510,18302,1657.25
2023-02-24,1300,365.45,17.31,92793,27716,0.05,20.81,142373,33626,1657.25
2023-02-24,1350,315.77,17.45,214699,69403,0.05,20.45,213314,44886,1657.25
2023-02-24,1400,266.09,16.99,590165,105595,0.05,19.49,182098,50255,1657.25
2023-02-24,1450,216.56,18.52,371261,81964,0.38,20.52,546684,179678,1657.25
2023-02-24,1500,168.04,19.6,663024,102657,1.95,21.1,533038,134109,1657.25
2023-02-24,1550,119.37,16.33,537104,96268,3.01,17.33,970900,267386,1657.25
2023-02-24,1600,74.15,14.78,721687,193074,7.44,15.28,795948,202094,1657.25
2023-02-24,1650,39.68,15.19,486764,133761,22.02,15.19,697380,189131,1657.25
2023-02-24,1700,20.3,16.91,427469,133766,53.07,17.31,313241,94586,1657.25
2023-02-24,1750,8.48,17.31,284860,79423,91.27,18.11,547799,137918,1657.25
2023-02-24,1800,3.05,17.61,363760,67671,135.38,18.81,490008,123776,1657.25
2023-02-24,1850,0.37,15.5,197597,53904,181.81,17.1,401239,108769,1657.25
2023-02-24,1900,0.28,18.22,242970,71890,231.38,20.22,338118,67182,1657.25
2023-02-24,1950,0.05,14.08,157015,36411,280.47,16.48,307936,106248,1657.25
2023-02-24,2000,0.05,16.35,90090,18648,330.16,19.15,222779,72946,1657.25
2023-02-24,2050,0.05,12.9,109654,21193,379.82,16.1,130341,33988,1657.25
2023-02-24,2100,0.05,13.28,48723,9713,429.5,16.88,63288,18801,1657.25
2023-02-24,2150,0.05,15.12,40734,10389,479.19,19.12,32270,6538,1657.25
2023-03-03,1200,490.82,16.88,29139,6754,0.05,21.88,46799,7111,1680.96
2023-03-03,1250,441.23,18.07,59370,11364,0.05,22.57,39046,6358,1680.96
2023-03-03,1300,391.64,17.84,96229,25356,0.05,21.84,103125,23056,1680.96
2023-03-03,1350,342.05,16.73,193710,40633,0.05,20.23,126722,26288,1680.96
2023-03-03,1400,292.55,20.09,193117,61718,0.32,23.09,188643,42397,1680.96
2023-03-03,1450,242.94,16.31,221469,53003,0.26,18.81,273154,70976,1680.96
2023-03-03,1500,193.78,16.52,353789,113828,1.05,18.52,754740,243483,1680.96
2023-03-03,1550,146.23,16.98,274260,49940,3.66,18.48,463826,81387,1680.96
2023-03-03,1600,99.17,14.59,435882,129354,6.28,15.59,472316,75561,1680.96
2023-03-03,1650,57.64,13.35,796805,208665,14.09,13.85,433516,106898,1680.96
2023-03-03,1700,36.43,16.88,907553,194698,41.51,16.88,981488,155170,1680.96
2023-03-03,1750,17.8,16.77,650004,173577,73.27,17.17,1544024,427397,1680.96
2023-03-03,1800,7.44,16.65,616189,149242,112.82,17.45,577591,165522,1680.96
2023-03-03,1850,1.2,14.13,773259,221586,155.69,15.33,590319,191416,1680.96
2023-03-03,1900,0.38,14.8,560728,184436,204.22,16.4,718063,233719,1680.96
2023-03-03,1950,0.05,14.06,368914,100320,253.2,16.06,156550,54580,1680.96
2023-03-03,2000,0.05,14.84,187000,51585,302.7,17.24,346261,97480,1680.96
2023-03-03,2050,0.05,17.03,109446,30621,352.3,19.83,103286,20679,1680.96
2023-03-03,2100,0.05,12.57,66820,21025,401.79,15.77,65198,17517,1680.96
2023-03-03,2150,0.05,17.5,57420,17908,451.4,21.1,39970,7586,1680.96
2023-03-03,2200,0.05,17.9,21204,3953,500.98,21.9,38860,10145,1680.96
2023-03-10,1250,488.61,20.41,21241,3412,0.05,25.41,34914,8856,1728.58
2023-03-10,1300,439.01,20.14,62392,19799,0.05,24.64,110892,19550,1728.58
2023-03-10,1350,389.41,17.17,83347,26811,0.05,21.17,85106,26169,1728.58
2023-03-10,1400,339.81,16.41,224260,55680,0.05,19.91,88281,15076,1728.58
2023-03-10,1450,290.31,19.76,251613,71655,0.35,22.76,275760,83888,1728.58
2023-03-10,1500,240.64,14.67,338950,90661,0.15,17.17,254463,78111,1728.58
2023-03-10,1550,191.27,14.71,341633,56764,0.66,16.71,323359,106327,1728.58
2023-03-10,1600,142.54,13.98,389819,128822,1.9,15.48,501191,128776,1728.58
2023-03-10,1650,100.21,16.62,588436,166779,9.86,17.62,1363139,368505,1728.58
2023-03-10,1700,61.78,15.97,464363,156866,20.61,16.47,1030681,216251,1728.58
2023-03-10,1750,33.37,15.76,579541,159972,40.76,15.76,452472,92526,1728.58
2023-03-10,1800,21.44,18.6,632303,157698,79.26,19.0,1008680,231932,1728.58
2023-03-10,1850,5.93,15.48,759851,260803,113.55,16.28,418727,84032,1728.58
2023-03-10,1900,3.45,17.49,902446,263969,160.71,18.69,572619,191769,1728.58
2023-03-10,1950,0.49,15.22,532338,102150,206.73,16.82,753752,254820,1728.58
2023-03-10,2000,0.5,18.13,493872,163267,256.4,20.13,152524,39982,1728.58
2023-03-10,2050,0.05,14.26,204599,43687,305.04,16.66,274524,83255,1728.58
2023-03-10,2100,0.05,17.94,93478,19145,354.74,20.74,105153,34595,1728.58
2023-03-10,2150,0.05,15.38,84441,18006,404.19,18.58,205571,38569,1728.58
2023-03-10,2200,0.05,15.44,71911,11508,453.78,19.04,37235,11487,1728.58
2023-03-10,2250,0.05,13.65,16941,2953,503.37,17.65,26143,5873,1728.58
2023-03-17,1200,509.28,20.54,52476,11342,0.05,25.54,46951,16225,1703.31
2023-03-17,1250,459.53,20.29,36779,11028,0.05,24.79,49976,14600,1703.31
2023-03-17,1300,409.78,17.76,62236,15632,0.05,21.76,150146,27357,1703.31
2023-03-17,1350,360.02,15.86,201176,48953,0.05,19.36,189977,45340,1703.31
2023-03-17,1400,310.27,19.7,183440,36702,0.05,22.7,315865,108615,1703.31
2023-03-17,1450,260.52,17.04,476552,137077,0.05,19.54,422507,106652,1703.31
2023-03-17,1500,210.79,15.99,399808,120498,0.07,17.99,352236,66962,1703.31
2023-03-17,1550,161.08,13.74,423068,147516,0.16,15.24,291926,55731,1703.31
2023-03-17,1600,114.31,18.28,307594,102461,3.75,19.28,508529,132163,1703.31
2023-03-17,1650,69.86,16.52,708789,216364,8.98,17.02,1247921,332802,1703.31
2023-03-17,1700,38.46,17.84,421593,87004,26.7,17.84,938600,169327,1703.31
2023-03-17,1750,14.64,16.29,269417,49982,53.27,16.69,598677,186403,1703.31
2023-03-17,1800,2.6,13.86,463680,88448,90.95,14.66,812866,171250,1703.31
2023-03-17,1850,2.13,18.44,211143,31902,140.33,19.64,499366,125560,1703.31
2023-03-17,1900,0.42,17.81,360368,57482,188.0,19.41,333433,50222,1703.31
2023-03-17,1950,0.05,15.83,159955,44618,237.07,17.83,241545,60015,1703.31
2023-03-17,2000,0.05,15.03,157565,54092,286.75,17.43,140133,36636,1703.31
2023-03-17,2050,0.05,15.7,152955,23547,336.5,18.5,117986,34423,1703.31
2023-03-17,2100,0.05,16.9,123499,20808,386.25,20.1,234056,50913,1703.31
2023-03-17,2150,0.05,16.13,31766,5309,436.0,19.73,60664,14145,1703.31
2023-03-17,2200,0.05,12.68,24940,7872,485.75,16.68,34803,9619,1703.31
2023-03-24,1200,528.79,16.26,21827,5467,0.05,21.26,23040,3835,1721.45
2023-03-24,1250,479.1,20.07,36641,5769,0.05,24.57,76216,14997,1721.45
2023-03-24,1300,429.4,16.59,60682,15781,0.05,20.59,84167,17926,1721.45
2023-03-24,1350,379.71,17.2,57479,14567,0.05,20.7,55080,11890,1721.45
2023-03-24,1400,330.02,17.24,145040,37322,0.05,20.24,204540,51467,1721.45
2023-03-24,1450,280.33,17.97,232637,55255,0.05,20.47,297467,95382,1721.45
2023-03-24,1500,230.65,15.96,400690,66803,0.09,17.96,476893,133689,1721.45
2023-03-24,1550,181.08,15.04,419377,84641,0.32,16.54,669071,223614,1721.45
2023-03-24,1600,134.77,19.26,499508,97378,4.31,20.26,752982,114295,1721.45
2023-03-24,1650,86.96,15.2,502769,174626,5.98,15.7,534143,99677,1721.45
2023-03-24,1700,49.08,15.16,522857,129438,17.22,15.16,482925,84622,1721.45
2023-03-24,1750,21.59,14.51,761350,160833,40.23,14.91,921090,149753,1721.45
2023-03-24,1800,12.91,18.03,456553,103500,81.74,18.83,449273,126710,1721.45
2023-03-24,1850,2.08,14.52,376724,88536,120.17,15.72,276251,54638,1721.45
2023-03-24,1900,1.67,18.13,210936,57077,169.46,19.73,252218,82299,1721.45
2023-03-24,1950,0.13,15.51,224630,73655,216.98,17.51,453553,121212,1721.45
2023-03-24,2000,0.05,14.19,175986,28047,266.36,16.59,192423,51252,1721.45
2023-03-24,2050,0.05,14.88,230573,39745,316.02,17.68,278281,56972,1721.45
2023-03-24,2100,0.05,14.91,61418,13603,365.71,18.11,74144,23299,1721.45
2023-03-24,2150,0.05,16.8,58836,16768,415.4,20.4,49676,9416,1721.45
2023-03-24,2200,0.05,17.6,28353,7392,465.09,21.6,47352,10069,1721.45
2023-03-31,1200,522.19,16.78,25188,4346,0.05,21.78,17114,3501,1712.79
2023-03-31,1250,472.58,15.76,90254,17847,0.05,20.26,58658,11221,1712.79
2023-03-31,1300,422.97,18.86,97273,32540,0.05,22.86,153326,36278,1712.79
2023-03-31,1350,373.36,17.98,222009,43466,0.05,21.48,182370,31798,1712.79
2023-03-31,1400,323.76,16.37,305374,66152,0.05,19.37,184770,46770,1712.79
2023-03-31,1450,274.2,18.01,259447,70221,0.19,20.51,402033,70038,1712.79
2023-03-31,1500,224.69,16.47,499103,106320,0.4,18.47,296932,66127,1712.79
2023-03-31,1550,175.21,13.96,292568,62337,0.58,15.46,493515,132655,1712.79
2023-03-31,1600,128.11,15.57,441446,101987,3.6,16.57,522653,170956,1712.79
2023-03-31,1650,81.68,13.24,591685,107516,6.64,13.74,498261,104407,1712.79
2023-03-31,1700,47.49,14.44,398713,96129,21.39,14.44,682803,220787,1712.79
2023-03-31,1750,25.75,15.74,553531,172216,50.15,16.14,294077,67047,1712.79
2023-03-31,1800,11.85,16.09,513876,79253,86.37,16.89,493504,147781,1712.79
2023-03-31,1850,7.51,18.66,302887,92975,131.83,19.86,520932,102249,1712.79
2023-03-31,1900,1.13,15.37,508066,105659,174.26,16.97,412221,76061,1712.79
2023-03-31,1950,0.13,14.05,208415,57156,222.33,16.05,246649,84222,1712.79
2023-03-31,2000,0.07,15.67,207946,60790,271.82,18.07,152819,33314,1712.79
2023-03-31,2050,0.05,15.37,122871,24873,321.23,18.17,141757,34593,1712.79
2023-03-31,2100,0.05,18.04,117470,37467,370.88,21.24,98852,24757,1712.79
2023-03-31,2150,0.05,12.91,59010,14003,420.37,16.51,65685,19949,1712.79
2023-03-31,2200,0.05,16.47,49532,7818,469.99,20.47,60833,11893,1712.79
2023-04-07,1250,488.17,20.74,25885,7428,0.05,25.74,20027,3387,1730.28
2023-04-07,1300,438.48,20.29,47460,12367,0.05,24.79,38057,8456,1730.28
2023-04-07,1350,388.8,14.78,67081,20408,0.05,18.78,79124,18674,1730.28
2023-04-07,1400,339.11,18.45,97725,31753,0.05,21.95,190535,33342,1730.28
2023-04-07,1450,289.43,17.36,219595,61961,0.05,20.36,307960,81001,1730.28
2023-04-07,1500,239.76,15.32,117230,28094,0.07,17.82,304558,61846,1730.28
2023-04-07,1550,190.19,15.24,400245,78968,0.36,17.24,351290,105140,1730.28
2023-04-07,1600,141.63,15.98,431344,97706,1.98,17.48,625050,171482,1730.28
2023-04-07,1650,97.04,16.89,439758,100246,7.54,17.89,267200,74209,1730.28
2023-04-07,1700,54.1,14.2,431560,85240,13.98,14.7,750152,142474,1730.28
2023-04-07,1750,32.79,17.77,560353,187867,41.47,17.77,289612,65631,1730.28
2023-04-07,1800,8.85,13.85,560543,189886,67.84,14.25,546129,185440,1730.28
2023-04-07,1850,2.56,14.05,520535,113679,111.26,14.85,483190,85524,1730.28
2023-04-07,1900,1.07,15.67,433867,118794,159.33,16.87,318092,109779,1730.28
2023-04-07,1950,0.05,12.96,575297,180917,207.54,14.56,662256,121976,1730.28
2023-04-07,2000,0.05,15.95,499903,89697,257.27,17.95,453199,144774,1730.28
2023-04-07,2050,0.05,14.92,167970,33846,306.81,17.32,437684,132207,1730.28
2023-04-07,2100,0.05,12.37,163187,35000,356.47,15.17,137656,30956,1730.28
2023-04-07,2150,0.05,14.54,109714,36843,406.16,17.74,124508,24159,1730.28
2023-04-07,2200,0.05,15.39,56519,16097,455.84,18.99,67402,21562,1730.28
2023-04-07,2250,0.05,16.16,13414,3990,505.53,20.16,56717,12948,1730.28
2023-04-14,1200,482.85,19.34,16966,2929,0.05,24.34,29405,8302,1675.97
2023-04-14,1250,433.14,18.09,54861,17732,0.05,22.59,27464,7449,1675.97
2023-04-14,1300,383.43,19.06,92742,24774,0.05,23.06,93118,24110,1675.97
2023-04-14,1350,333.71,17.43,71168,11835,0.05,20.93,94638,22872,1675.97
2023-04-14,1400,284.0,17.47,290420,69948,0.05,20.47,242941,60810,1675.97
2023-04-14,1450,234.37,19.29,216398,44187,0.26,21.79,211391,73155,1675.97
2023-04-14,1500,184.71,16.07,473362,86485,0.34,18.07,300806,75468,1675.97
2023-04-14,1550,135.41,14.54,446807,79769,0.99,16.04,524869,83865,1675.97
2023-04-14,1600,92.92,18.78,461835,122595,8.97,19.78,462333,115151,1675.97
2023-04-14,1650,49.3,14.82,803013,222896,14.7,15.32,905417,161995,1675.97
2023-04-14,1700,21.8,14.74,354318,91058,36.07,14.74,813939,152756,1675.97
2023-04-14,1750,5.23,12.98,1541873,459309,69.7,13.38,375860,75601,1675.97
2023-04-14,1800,2.56,15.78,503610,77827,116.85,16.58,297635,74822,1675.97
2023-04-14,1850,0.92,16.97,693013,183697,164.77,18.17,564723,133000,1675.97
2023-04-14,1900,0.05,12.84,244089,46864,213.17,14.44,974927,270557,1675.97
2023-04-14,1950,0.05,15.31,290446,44568,262.89,17.31,301073,104827,1675.97
2023-04-14,2000,0.05,16.38,210765,40204,312.58,18.78,175807,44842,1675.97
2023-04-14,2050,0.05,15.43,260196,83817,362.27,18.23,199962,41331,1675.97
2023-04-14,2100,0.05,12.79,34060,7078,411.98,15.99,61183,16536,1675.97
2023-04-14,2150,0.05,12.57,29926,6125,461.7,16.17,43884,8470,1675.97
2023-04-14,2200,0.05,13.4,28453,6714,511.41,17.4,32562,8201,1675.97
2023-04-21,1200,503.02,19.66,19109,4859,0.05,24.66,34053,9888,1694.99
2023-04-21,1250,453.35,16.29,34518,5980,0.05,20.79,34394,5689,1694.99
2023-04-21,1300,403.69,19.39,103941,30339,0.05,23.39,118332,32028,1694.99
2023-04-21,1350,354.02,16.46,121450,31544,0.05,19.96,192998,55157,1694.99
2023-04-21,1400,304.36,17.37,147034,44912,0.05,20.37,148473,41984,1694.99
2023-04-21,1450,254.75,18.54,266693,61847,0.2,21.04,289401,46298,1694.99
2023-04-21,1500,205.06,14.2,618719,200650,0.13,16.2,721008,176053,1694.99
