date,strike,CE_LTP,CE_IV,CE_OI,CE_Volume,PE_LTP,PE_IV,PE_OI,PE_Volume,spot
2023-01-13,2900,295.26,15.37,246868,72820,3.08,17.87,265313,41618,3173.45
2023-01-13,2950,253.42,19.69,340005,113379,12.81,21.69,435687,72357,3173.45
2023-01-13,3000,208.22,18.73,421747,129448,17.04,20.23,464787,152954,3173.45
2023-01-13,3050,160.78,16.16,611359,93573,18.43,17.16,874823,192316,3173.45
2023-01-13,3100,126.14,17.16,550675,184749,32.48,17.66,702682,170911,3173.45
2023-01-13,3150,82.75,14.24,445096,78773,37.02,14.24,617499,203730,3173.45
2023-01-13,3200,57.15,14.65,592681,178924,62.69,15.05,345113,57871,3173.45
2023-01-13,3250,47.06,17.38,749115,133794,103.74,18.18,818741,229684,3173.45
2023-01-13,3300,24.6,15.45,484871,117243,131.86,16.65,657476,189559,3173.45
2023-01-13,3350,19.51,17.29,516516,134384,177.1,18.89,625797,121281,3173.45
2023-01-13,3400,8.59,15.75,565302,170309,215.34,17.75,269828,54747,3173.45
2023-01-13,3450,2.87,14.28,106489,25372,258.04,16.68,171780,57395,3173.45
2023-01-13,3500,3.5,17.04,220646,42474,308.87,19.84,179930,29351,3173.45
2023-01-13,3550,0.2,12.68,84824,25911,352.61,15.88,99848,19560,3173.45
2023-01-13,3600,0.26,14.63,26714,4952,402.54,18.23,40119,8168,3173.45
2023-01-13,3650,0.45,17.11,47076,11408,452.81,21.11,56198,12194,3173.45
2023-01-20,2800,533.54,19.12,66159,11842,0.8,24.12,36038,10505,3314.18
2023-01-20,2850,483.89,17.44,50043,7783,0.79,21.94,48861,14425,3314.18
2023-01-20,2900,435.16,20.51,130746,23863,3.2,24.51,80701,15540,3314.18
2023-01-20,2950,384.93,16.45,106910,36830,1.8,19.95,169608,42748,3314.18
2023-01-20,3000,337.13,18.38,196987,33794,5.06,21.38,83772,21976,3314.18
2023-01-20,3050,290.42,18.85,294523,101975,8.84,21.35,336728,52415,3314.18
2023-01-20,3100,238.67,14.44,410169,96868,5.68,16.44,641503,104453,3314.18
2023-01-20,3150,194.46,15.28,476878,143610,11.74,16.78,503836,124852,3314.18
2023-01-20,3200,161.68,18.35,417684,129981,28.64,19.35,234708,43955,3314.18
2023-01-20,3250,126.93,18.54,478335,91825,42.24,19.04,1187105,233324,3314.18
2023-01-20,3300,85.09,15.74,683267,150579,48.2,15.74,594541,178489,3314.18
2023-01-20,3350,69.63,18.23,710610,117852,84.06,18.63,525085,86984,3314.18
2023-01-20,3400,44.47,17.03,745101,152627,110.06,17.83,694542,122062,3314.18
2023-01-20,3450,30.31,17.31,522337,129796,146.64,18.51,459804,69704,3314.18
2023-01-20,3500,9.6,13.58,224754,45875,175.23,15.18,557978,92108,3314.18
2023-01-20,3550,12.89,17.77,216916,71526,229.22,19.77,176670,48113,3314.18
2023-01-20,3600,5.67,16.49,142281,29684,270.79,18.89,319912,104723,3314.18
2023-01-20,3650,1.47,14.51,178103,46436,314.61,17.31,180562,46517,3314.18
2023-01-20,3700,0.74,14.79,51884,11747,362.99,17.99,91618,28018,3314.18
2023-01-20,3750,0.09,13.02,73694,24791,410.83,16.62,35451,8047,3314.18
2023-01-20,3800,0.07,13.94,27540,9515,460.39,17.94,34356,11534,3314.18
2023-01-27,2800,509.14,18.99,22997,3833,0.43,23.99,32288,5429,3293.57
2023-01-27,2850,459.5,18.94,25609,3846,0.8,23.44,57532,18166,3293.57
2023-01-27,2900,410.11,19.58,39890,7113,1.75,23.58,139690,25514,3293.57
2023-01-27,2950,360.73,18.67,137899,35128,2.43,22.17,76125,25737,3293.57
2023-01-27,3000,312.29,18.93,175199,60605,4.5,21.93,184110,57765,3293.57
2023-01-27,3050,261.58,14.6,534953,116231,2.72,17.1,244423,47390,3293.57
2023-01-27,3100,213.3,14.11,298472,72389,4.68,16.11,402050,123307,3293.57
2023-01-27,3150,169.86,15.53,504360,125113,11.8,17.03,801731,159407,3293.57
2023-01-27,3200,138.52,18.97,610929,134052,30.19,19.97,506271,83134,3293.57
2023-01-27,3250,90.94,14.91,614261,164815,31.01,15.41,683281,203611,3293.57
2023-01-27,3300,70.64,17.46,668086,121237,58.77,17.46,1026285,303634,3293.57
2023-01-27,3350,37.15,14.49,183328,27734,76.44,14.89,731193,234960,3293.57
2023-01-27,3400,30.11,17.24,515132,141560,120.3,18.04,555121,188585,3293.57
2023-01-27,3450,8.77,13.27,639086,109035,148.69,14.47,745968,248818,3293.57
2023-01-27,3500,10.66,17.32,407854,95061,201.08,18.92,249538,85063,3293.57
2023-01-27,3550,2.54,14.48,681323,220482,241.44,16.48,314937,89490,3293.57
2023-01-27,3600,1.11,14.58,326838,86666,289.17,16.98,240736,73035,3293.57
2023-01-27,3650,1.9,18.06,180399,59555,340.35,20.86,116288,33631,3293.57
2023-01-27,3700,0.86,17.87,86837,25695,388.41,21.07,140135,47603,3293.57
2023-01-27,3750,0.05,12.29,17505,4040,435.76,15.89,48437,16159,3293.57
2023-01-27,3800,0.05,14.01,26303,8821,485.54,18.01,23127,5174,3293.57
2023-02-03,2800,504.43,17.51,21832,4721,0.22,22.51,29551,6170,3289.42
2023-02-03,2850,454.72,17.24,63083,16048,0.4,21.74,67109,19598,3289.42
2023-02-03,2900,404.97,14.76,77137,25565,0.29,18.76,127177,41129,3289.42
2023-02-03,2950,355.97,18.64,240602,69473,2.31,22.14,109223,30366,3289.42
2023-02-03,3000,307.75,19.32,201478,64634,4.75,22.32,251767,67383,3289.42
2023-02-03,3050,256.57,14.0,234045,51124,2.22,16.5,367312,117030,3289.42
2023-02-03,3100,212.43,17.42,211772,35706,9.55,19.42,462607,146904,3289.42
2023-02-03,3150,169.32,17.58,632270,115117,16.39,19.08,514469,115554,3289.42
2023-02-03,3200,130.81,17.87,292416,96458,27.15,18.87,705929,204934,3289.42
2023-02-03,3250,83.06,13.75,620427,152432,27.86,14.25,948072,312266,3289.42
2023-02-03,3300,58.29,15.06,288379,91572,51.19,15.06,1200008,236569,3289.42
2023-02-03,3350,39.8,16.04,564317,148246,83.85,16.44,674519,141209,3289.42
2023-02-03,3400,32.43,18.72,503730,169711,127.37,19.52,632092,150522,3289.42
2023-02-03,3450,20.01,18.59,602577,177120,165.36,19.79,857803,228165,3289.42
2023-02-03,3500,5.19,14.74,232735,45859,199.54,16.34,807470,263252,3289.42
2023-02-03,3550,1.05,12.84,291284,57960,243.98,14.84,222030,76687,3289.42
2023-02-03,3600,0.91,14.63,212936,73349,293.62,17.03,294236,50814,3289.42
2023-02-03,3650,0.85,16.46,126518,22880,343.35,19.26,183070,62014,3289.42
2023-02-03,3700,0.64,17.68,35986,8175,392.76,20.88,93694,22782,3289.42
2023-02-03,3750,0.05,13.98,72321,24734,440.76,17.58,37158,8679,3289.42
2023-02-03,3800,0.05,14.02,22575,5289,490.37,18.02,20977,5780,3289.42
2023-02-10,2850,514.83,19.38,21079,5783,0.15,24.38,17848,3284,3352.82
2023-02-10,2900,465.05,18.51,50939,11226,0.22,23.01,60347,13835,3352.82
2023-02-10,2950,415.25,16.19,74315,21424,0.18,20.19,78954,27180,3352.82
2023-02-10,3000,365.89,19.72,194125,54124,1.43,23.22,153236,39443,3352.82
2023-02-10,3050,315.8,15.04,127896,39864,0.63,18.04,421127,125436,3352.82
2023-02-10,3100,266.4,15.07,189180,58024,1.48,17.57,188020,63607,3352.82
2023-02-10,3150,218.1,15.54,628063,159854,3.67,17.54,366750,99438,3352.82
2023-02-10,3200,173.07,16.61,659583,204762,9.13,18.11,678285,190972,3352.82
2023-02-10,3250,132.85,17.51,879631,195236,18.69,18.51,752443,172499,3352.82
2023-02-10,3300,84.63,13.33,459644,142671,19.27,13.83,472980,137847,3352.82
2023-02-10,3350,59.06,15.31,1076800,331157,42.14,15.31,373208,101529,3352.82
2023-02-10,3400,44.38,17.99,481538,165637,78.54,18.39,1184171,196100,3352.82
2023-02-10,3450,25.82,17.46,754071,164262,110.75,18.26,850972,147507,3352.82
2023-02-10,3500,13.59,17.0,657858,126932,148.72,18.2,687603,106546,3352.82
2023-02-10,3550,9.18,18.36,644651,186855,194.28,19.96,413863,65922,3352.82
2023-02-10,3600,1.5,14.6,364544,79408,234.99,16.6,493499,86967,3352.82
2023-02-10,3650,0.25,13.31,206832,48636,282.7,15.71,158923,37270,3352.82
2023-02-10,3700,0.11,14.01,108385,25053,332.16,16.81,174369,47529,3352.82
2023-02-10,3750,0.2,16.78,140336,47438,382.25,19.98,121511,40496,3352.82
2023-02-10,3800,0.05,12.94,47914,14787,431.24,16.54,45222,13432,3352.82
2023-02-10,3850,0.05,17.84,16956,3779,481.36,21.84,20259,5695,3352.82
2023-02-17,2900,514.57,18.42,23075,4961,0.15,23.42,37144,8492,3401.8
2023-02-17,2950,464.79,16.17,41896,8468,0.11,20.67,55249,13298,3401.8
2023-02-17,3000,415.2,19.6,62153,16193,0.93,23.6,58328,15775,3401.8
2023-02-17,3050,365.43,17.43,158654,38986,0.92,20.93,81789,13476,3401.8
2023-02-17,3100,315.63,14.98,194267,30490,0.81,17.98,261009,70593,3401.8
2023-02-17,3150,267.04,16.71,248148,72195,2.98,19.21,276595,93175,3401.8
2023-02-17,3200,220.51,17.78,187784,49916,7.13,19.78,659361,180727,3401.8
2023-02-17,3250,170.52,14.3,393670,107068,6.49,15.8,274668,71022,3401.8
2023-02-17,3300,129.16,15.34,604097,107446,15.12,16.34,423624,130459,3401.8
2023-02-17,3350,90.85,15.06,510661,117787,25.78,15.56,523519,102569,3401.8
2023-02-17,3400,67.89,17.4,825972,150006,51.12,17.4,714463,189288,3401.8
2023-02-17,3450,38.95,15.73,424540,98890,73.29,16.13,658011,190200,3401.8
2023-02-17,3500,19.05,14.47,526419,134327,104.09,15.27,718542,143385,3401.8
2023-02-17,3550,11.43,15.41,442903,82435,146.65,16.61,1245533,433587,3401.8
2023-02-17,3600,3.38,13.71,469660,151339,187.74,15.31,399819,82221,3401.8
2023-02-17,3650,1.34,13.83,271341,71372,234.94,15.83,302514,51081,3401.8
2023-02-17,3700,0.88,15.13,115233,30245,284.09,17.53,176876,34851,3401.8
2023-02-17,3750,0.46,15.83,137478,21035,333.15,18.63,119419,25348,3401.8
2023-02-17,3800,0.07,14.62,61452,18241,381.94,17.82,62475,16479,3401.8
2023-02-17,3850,0.05,15.41,35385,8328,431.6,19.01,94107,20845,3401.8
2023-02-17,3900,0.05,16.77,42073,6510,481.37,20.77,49002,7432,3401.8
2023-02-24,2900,525.7,20.1,28036,7517,1.09,25.1,24072,4695,3407.25
2023-02-24,2950,475.96,17.47,56081,18024,0.82,21.97,56443,18806,3407.25
2023-02-24,3000,426.24,15.12,113308,34850,0.62,19.12,83510,18302,3407.25
2023-02-24,3050,377.2,17.31,92793,27716,2.39,20.81,142373,33626,3407.25
2023-02-24,3100,328.58,17.45,214699,69403,4.21,20.45,213314,44886,3407.25
2023-02-24,3150,280.48,16.99,590165,105595,6.31,19.49,182098,50255,3407.25
2023-02-24,3200,236.89,18.52,371261,81964,13.39,20.52,546684,179678,3407.25
2023-02-24,3250,197.05,19.6,663024,102657,23.36,21.1,533038,134109,3407.25
2023-02-24,3300,148.48,16.33,537104,96268,23.42,17.33,970900,267386,3407.25
2023-02-24,3350,106.89,14.78,721687,193074,30.27,15.28,795948,202094,3407.25
2023-02-24,3400,77.21,15.19,486764,133761,48.51,15.19,697380,189131,3407.25
2023-02-24,3450,59.33,16.91,427469,133766,81.94,17.31,313241,94586,3407.25
2023-02-24,3500,41.63,17.31,284860,79423,115.36,18.11,547799,137918,3407.25
2023-02-24,3550,28.24,17.61,363760,67671,152.67,18.81,490008,123776,3407.25
2023-02-24,3600,12.44,15.5,197597,53904,186.56,17.1,401239,108769,3407.25
2023-02-24,3650,12.17,18.22,242970,71890,236.59,20.22,338118,67182,3407.25
2023-02-24,3700,2.15,14.08,157015,36411,274.15,16.48,307936,106248,3407.25
2023-02-24,3750,2.37,16.35,90090,18648,324.39,19.15,222779,72946,3407.25
2023-02-24,3800,0.17,12.9,109654,21193,369.83,16.1,130341,33988,3407.25
2023-02-24,3850,0.08,13.28,48723,9713,419.17,16.88,63288,18801,3407.25
2023-02-24,3900,0.11,15.12,40734,10389,469.06,19.12,32270,6538,3407.25
2023-03-03,2950,528.95,16.88,29139,6754,1.13,21.88,46799,7111,3454.61
2023-03-03,3000,479.78,18.07,59370,11364,2.55,22.57,39046,6358,3454.61
2023-03-03,3050,430.72,17.84,96229,25356,3.71,21.84,103125,23056,3454.61
2023-03-03,3100,381.54,16.73,193710,40633,4.36,20.23,126722,26288,3454.61
2023-03-03,3150,337.77,20.09,193117,61718,12.65,23.09,188643,42397,3454.61
2023-03-03,3200,286.14,16.31,221469,53003,9.45,18.81,273154,70976,3454.61
2023-03-03,3250,241.43,16.52,353789,113828,14.83,18.52,754740,243483,3454.61
2023-03-03,3300,200.42,16.98,274260,49940,23.36,18.48,463826,81387,3454.61
2023-03-03,3350,153.29,14.59,435882,129354,24.66,15.59,472316,75561,3454.61
2023-03-03,3400,112.16,13.35,796805,208665,31.67,13.85,433516,106898,3454.61
2023-03-03,3450,97.03,16.88,907553,194698,64.08,16.88,981488,155170,3454.61
2023-03-03,3500,71.46,16.77,650004,173577,89.99,17.17,1544024,427397,3454.61
2023-03-03,3550,50.73,16.65,616189,149242,120.59,17.45,577591,165522,3454.61
2023-03-03,3600,25.18,14.13,773259,221586,145.67,15.33,590319,191416,3454.61
2023-03-03,3650,17.38,14.8,560728,184436,188.07,16.4,718063,233719,3454.61
2023-03-03,3700,8.67,14.06,368914,100320,228.6,16.06,156550,54580,3454.61
2023-03-03,3750,6.01,14.84,187000,51585,275.39,17.24,346261,97480,3454.61
2023-03-03,3800,6.33,17.03,109446,30621,325.87,19.83,103286,20679,3454.61
2023-03-03,3850,0.54,12.57,66820,21025,366.24,15.77,65198,17517,3454.61
2023-03-03,3900,2.54,17.5,57420,17908,420.11,21.1,39970,7586,3454.61
2023-03-03,3950,1.69,17.9,21204,3953,468.35,21.9,38860,10145,3454.61
2023-03-10,3050,526.35,20.41,21241,3412,3.48,25.41,34914,8856,3551.08
2023-03-10,3100,477.38,20.14,62392,19799,4.79,24.64,110892,19550,3551.08
2023-03-10,3150,427.31,17.17,83347,26811,3.58,21.17,85106,26169,3551.08
2023-03-10,3200,378.27,16.41,224260,55680,4.56,19.91,88281,15076,3551.08
2023-03-10,3250,334.72,19.76,251613,71655,13.15,22.76,275760,83888,3551.08
2023-03-10,3300,281.18,14.67,338950,90661,7.32,17.17,254463,78111,3551.08
2023-03-10,3350,235.28,14.71,341633,56764,11.6,16.71,323359,106327,3551.08
2023-03-10,3400,189.92,13.98,389819,128822,15.69,15.48,501191,128776,3551.08
2023-03-10,3450,159.05,16.62,588436,166779,34.14,17.62,1363139,368505,3551.08
2023-03-10,3500,121.93,15.97,464363,156866,44.96,16.47,1030681,216251,3551.08
2023-03-10,3550,91.13,15.76,579541,159972,61.57,15.76,452472,92526,3551.08
2023-03-10,3600,79.95,18.6,632303,157698,101.91,19.0,1008680,231932,3551.08
2023-03-10,3650,45.36,15.48,759851,260803,118.63,16.28,418727,84032,3551.08
2023-03-10,3700,38.73,17.49,902446,263969,163.03,18.69,572619,191769,3551.08
2023-03-10,3750,18.85,15.22,532338,102150,193.14,16.82,753752,254820,3551.08
2023-03-10,3800,19.83,18.13,493872,163267,244.74,20.13,152524,39982,3551.08
2023-03-10,3850,5.16,14.26,204599,43687,277.75,16.66,274524,83255,3551.08
2023-03-10,3900,8.13,17.94,93478,19145,331.73,20.74,105153,34595,3551.08
2023-03-10,3950,2.23,15.38,84441,18006,373.22,18.58,205571,38569,3551.08
2023-03-10,4000,1.21,15.44,71911,11508,421.07,19.04,37235,11487,3551.08
2023-03-10,4050,0.21,13.65,16941,2953,468.06,17.65,26143,5873,3551.08
2023-03-17,3000,512.79,20.54,52476,11342,0.75,25.54,46951,16225,3497.77
2023-03-17,3050,463.18,20.29,36779,11028,1.23,24.79,49976,14600,3497.77
2023-03-17,3100,413.38,17.76,62236,15632,1.03,21.76,150146,27357,3497.77
2023-03-17,3150,363.65,15.86,201176,48953,1.04,19.36,189977,45340,3497.77
2023-03-17,3200,316.27,19.7,183440,36702,5.27,22.7,315865,108615,3497.77
2023-03-17,3250,266.56,17.04,476552,137077,5.08,19.54,422507,106652,3497.77
2023-03-17,3300,218.61,15.99,399808,120498,7.16,17.99,352236,66962,3497.77
2023-03-17,3350,169.98,13.74,423068,147516,8.06,15.24,291926,55731,3497.77
2023-03-17,3400,139.34,18.28,307594,102461,27.6,19.28,508529,132163,3497.77
2023-03-17,3450,98.84,16.52,708789,216364,35.6,17.02,1247921,332802,3497.77
2023-03-17,3500,74.15,17.84,421593,87004,58.97,17.84,938600,169327,3497.77
2023-03-17,3550,45.23,16.29,269417,49982,81.27,16.69,598677,186403,3497.77
2023-03-17,3600,20.53,13.86,463680,88448,107.34,14.66,812866,171250,3497.77
2023-03-17,3650,22.43,18.44,211143,31902,159.97,19.64,499366,125560,3497.77
2023-03-17,3700,12.22,17.81,360368,57482,199.64,19.41,333433,50222,3497.77
2023-03-17,3750,4.17,15.83,159955,44618,240.48,17.83,241545,60015,3497.77
2023-03-17,3800,1.45,15.03,157565,54092,286.62,17.43,140133,36636,3497.77
2023-03-17,3850,0.81,15.7,152955,23547,335.4,18.5,117986,34423,3497.77
2023-03-17,3900,0.6,16.9,123499,20808,384.82,20.1,234056,50913,3497.77
2023-03-17,3950,0.16,16.13,31766,5309,433.5,19.73,60664,14145,3497.77
2023-03-17,4000,0.05,12.68,24940,7872,482.42,16.68,34803,9619,3497.77
2023-03-24,3050,502.3,16.26,21827,5467,0.5,21.26,23040,3835,3533.61
2023-03-24,3100,453.28,20.07,36641,5769,2.76,24.57,76216,14997,3533.61
2023-03-24,3150,403.25,16.59,60682,15781,1.79,20.59,84167,17926,3533.61
2023-03-24,3200,354.39,17.2,57479,14567,3.59,20.7,55080,11890,3533.61
2023-03-24,3250,306.22,17.24,145040,37322,5.95,20.24,204540,51467,3533.61
2023-03-24,3300,260.42,17.97,232637,55255,10.88,20.47,297467,95382,3533.61
2023-03-24,3350,212.16,15.96,400690,66803,12.06,17.96,476893,133689,3533.61
2023-03-24,3400,167.15,15.04,419377,84641,16.61,16.54,669071,223614,3533.61
2023-03-24,3450,142.33,19.26,499508,97378,41.21,20.26,752982,114295,3533.61
2023-03-24,3500,94.23,15.2,502769,174626,41.16,15.7,534143,99677,3533.61
2023-03-24,3550,65.94,15.16,522857,129438,60.61,15.16,482925,84622,3533.61
2023-03-24,3600,41.32,14.51,761350,160833,87.3,14.91,921090,149753,3533.61
2023-03-24,3650,38.26,18.03,456553,103500,135.33,18.83,449273,126710,3533.61
2023-03-24,3700,14.8,14.52,376724,88536,161.98,15.72,276251,54638,3533.61
2023-03-24,3750,16.45,18.13,210936,57077,214.25,19.73,252218,82299,3533.61
2023-03-24,3800,5.52,15.51,224630,73655,252.07,17.51,453553,121212,3533.61
2023-03-24,3850,1.73,14.19,175986,28047,296.83,16.59,192423,51252,3533.61
2023-03-24,3900,1.06,14.88,230573,39745,345.53,17.68,278281,56972,3533.61
2023-03-24,3950,0.47,14.91,61418,13603,394.09,18.11,74144,23299,3533.61
2023-03-24,4000,0.56,16.8,58836,16768,444.11,20.4,49676,9416,3533.61
2023-03-24,4050,0.39,17.6,28353,7392,493.47,21.6,47352,10069,3533.61
2023-03-31,3000,538.03,16.78,25188,4346,0.93,21.78,17114,3501,3514.45
2023-03-31,3050,488.46,15.76,90254,17847,1.07,20.26,58658,11221,3514.45
2023-03-31,3100,440.04,18.86,97273,32540,4.17,22.86,153326,36278,3514.45
2023-03-31,3150,391.07,17.98,222009,43466,5.16,21.48,182370,31798,3514.45
2023-03-31,3200,341.81,16.37,305374,66152,5.47,19.37,184770,46770,3514.45
2023-03-31,3250,296.93,18.01,259447,70221,11.64,20.51,402033,70038,3514.45
2023-03-31,3300,249.14,16.47,499103,106320,13.2,18.47,296932,66127,3514.45
2023-03-31,3350,199.81,13.96,292568,62337,12.73,15.46,493515,132655,3514.45
2023-03-31,3400,163.24,15.57,441446,101987,25.61,16.57,522653,170956,3514.45
2023-03-31,3450,117.65,13.24,591685,107516,28.14,13.74,498261,104407,3514.45
2023-03-31,3500,90.41,14.44,398713,96129,48.55,14.44,682803,220787,3514.45
2023-03-31,3550,70.25,15.74,553531,172216,79.88,16.14,294077,67047,3514.45
2023-03-31,3600,50.97,16.09,513876,79253,111.95,16.89,493504,147781,3514.45
2023-03-31,3650,45.55,18.66,302887,92975,157.65,19.86,520932,102249,3514.45
2023-03-31,3700,20.49,15.37,508066,105659,182.62,16.97,412221,76061,3514.45
2023-03-31,3750,9.35,14.05,208415,57156,220.62,16.05,246649,84222,3514.45
2023-03-31,3800,8.04,15.67,207946,60790,269.21,18.07,152819,33314,3514.45
2023-03-31,3850,4.21,15.37,122871,24873,314.16,18.17,141757,34593,3514.45
2023-03-31,3900,5.28,18.04,117470,37467,365.69,21.24,98852,24757,3514.45
2023-03-31,3950,0.3,12.91,59010,14003,406.5,16.51,65685,19949,3514.45
2023-03-31,4000,1.0,16.47,49532,7818,458.14,20.47,60833,11893,3514.45
2023-04-07,3050,518.54,20.74,25885,7428,1.94,25.74,20027,3387,3548.93
2023-04-07,3100,469.18,20.29,47460,12367,2.73,24.79,38057,8456,3548.93
2023-04-07,3150,418.91,14.78,67081,20408,0.86,18.78,79124,18674,3548.93
2023-04-07,3200,370.79,18.45,97725,31753,4.42,21.95,190535,33342,3548.93
2023-04-07,3250,321.91,17.36,219595,61961,5.53,20.36,307960,81001,3548.93
2023-04-07,3300,272.51,15.32,117230,28094,5.67,17.82,304558,61846,3548.93
2023-04-07,3350,225.89,15.24,400245,78968,9.31,17.24,351290,105140,3548.93
2023-04-07,3400,183.62,15.98,431344,97706,17.1,17.48,625050,171482,3548.93
2023-04-07,3450,146.82,16.89,439758,100246,29.48,17.89,267200,74209,3548.93
2023-04-07,3500,101.94,14.2,431560,85240,32.82,14.7,750152,142474,3548.93
2023-04-07,3550,86.56,17.77,560353,187867,65.23,17.77,289612,65631,3548.93
2023-04-07,3600,46.08,13.85,560543,189886,76.12,14.25,546129,185440,3548.93
2023-04-07,3650,29.29,14.05,520535,113679,110.37,14.85,483190,85524,3548.93
2023-04-07,3700,22.3,15.67,433867,118794,154.03,16.87,318092,109779,3548.93
2023-04-07,3750,7.13,12.96,575297,180917,188.02,14.56,662256,121976,3548.93
2023-04-07,3800,8.11,15.95,499903,89697,239.38,17.95,453199,144774,3548.93
2023-04-07,3850,3.22,14.92,167970,33846,283.19,17.32,437684,132207,3548.93
2023-04-07,3900,0.42,12.37,163187,35000,328.2,15.17,137656,30956,3548.93
2023-04-07,3950,0.59,14.54,109714,36843,378.42,17.74,124508,24159,3548.93
2023-04-07,4000,0.41,15.39,56519,16097,427.73,18.99,67402,21562,3548.93
2023-04-07,4050,0.28,16.16,13414,3990,477.11,20.16,56717,12948,3548.93
2023-04-14,2950,503.2,19.34,16966,2929,0.89,24.34,29405,8302,3436.17
2023-04-14,3000,453.54,18.09,54861,17732,1.06,22.59,27464,7449,3436.17
2023-04-14,3050,404.34,19.06,92742,24774,2.42,23.06,93118,24110,3436.17
2023-04-14,3100,354.81,17.43,71168,11835,2.7,20.93,94638,22872,3436.17
2023-04-14,3150,306.3,17.47,290420,69948,4.69,20.47,242941,60810,3436.17
2023-04-14,3200,261.36,19.29,216398,44187,10.85,21.79,211391,73155,3436.17
2023-04-14,3250,211.31,16.07,473362,86485,9.95,18.07,300806,75468,3436.17
2023-04-14,3300,164.56,14.54,446807,79769,12.76,16.04,524869,83865,3436.17
2023-04-14,3350,137.2,18.78,461835,122595,35.11,19.78,462333,115151,3436.17
2023-04-14,3400,89.81,14.82,803013,222896,35.94,15.32,905417,161995,3436.17
2023-04-14,3450,60.89,14.74,354318,91058,54.93,14.74,813939,152756,3436.17
2023-04-14,3500,32.41,12.98,1541873,459309,77.66,13.38,375860,75601,3436.17
2023-04-14,3550,26.86,15.78,503610,77827,123.02,16.58,297635,74822,3436.17
2023-04-14,3600,19.14,16.97,693013,183697,165.78,18.17,564723,133000,3436.17
2023-04-14,3650,3.95,12.84,244089,46864,199.27,14.44,974927,270557,3436.17
2023-04-14,3700,4.03,15.31,290446,44568,249.44,17.31,301073,104827,3436.17
2023-04-14,3750,2.8,16.38,210765,40204,297.76,18.78,175807,44842,3436.17
2023-04-14,3800,0.91,15.43,260196,83817,344.61,18.23,199962,41331,3436.17
2023-04-14,3850,0.06,12.79,34060,7078,392.26,15.99,61183,16536,3436.17
2023-04-14,3900,0.05,12.57,29926,6125,441.7,16.17,43884,8470,3436.17
2023-04-14,3950,0.05,13.4,28453,6714,491.38,17.4,32562,8201,3436.17
2023-04-21,2950,543.67,19.66,19109,4859,1.1,24.66,34053,9888,3473.78
2023-04-21,3000,493.9,16.29,34518,5980,0.6,20.79,34394,5689,3473.78
2023-04-21,3050,444.94,19.39,103941,30339,2.67,23.39,118332,32028,3473.78
2023-04-21,3100,395.02,16.46,121450,31544,1.95,19.96,192998,55157,3473.78
2023-04-21,3150,346.6,17.37,147034,44912,4.21,20.37,148473,41984,3473.78
2023-04-21,3200,300.21,18.54,266693,61847,8.61,21.04,289401,46298,3473.78
2023-04-21,3250,248.44,14.2,618719,200650,5.38,16.2,721008,176053,3473.78
