date,strike,CE_LTP,CE_IV,CE_OI,CE_Volume,PE_LTP,PE_IV,PE_OI,PE_Volume,spot
2023-02-03,18150,343.21,16.04,564317,148246,306.44,16.44,674519,141209,18097.55
2023-02-03,18200,371.96,18.72,503730,169711,392.93,19.52,632092,150522,18097.55
2023-02-03,18250,345.5,18.59,602577,177120,424.2,19.79,857803,228165,18097.55
2023-02-03,18300,246.27,14.74,232735,45859,382.51,16.34,807470,263252,18097.55
2023-02-03,18350,188.1,12.84,291284,57960,381.45,14.84,222030,76687,18097.55
2023-02-03,18400,203.42,14.63,212936,73349,454.02,17.03,294236,50814,18097.55
2023-02-03,18450,219.89,16.46,126518,22880,527.69,19.26,183070,62014,18097.55
2023-02-03,18500,225.17,17.68,35986,8175,589.98,20.88,93694,22782,18097.55
2023-02-03,18550,140.2,13.98,72321,24734,559.14,17.58,37158,8679,18097.55
2023-02-03,18600,126.34,14.02,22575,5289,600.53,18.02,20977,5780,18097.55
2023-02-10,17900,695.76,19.38,21079,5783,208.0,24.38,17848,3284,18387.22
2023-02-10,17950,646.79,18.51,50939,11226,202.36,23.01,60347,13835,18387.22
2023-02-10,18000,576.67,16.19,74315,21424,173.97,20.19,78954,27180,18387.22
2023-02-10,18050,595.73,19.72,194125,54124,239.24,23.22,153236,39443,18387.22
2023-02-10,18100,488.14,15.04,127896,39864,172.06,18.04,421127,125436,18387.22
2023-02-10,18150,454.53,15.07,189180,58024,181.57,17.57,188020,63607,18387.22
2023-02-10,18200,429.43,15.54,628063,159854,199.13,17.54,366750,99438,18387.22
2023-02-10,18250,416.59,16.61,659583,204762,228.38,18.11,678285,190972,18387.22
2023-02-10,18300,402.85,17.51,879631,195236,256.14,18.51,752443,172499,18387.22
2023-02-10,18350,300.96,13.33,459644,142671,195.3,13.83,472980,137847,18387.22
2023-02-10,18400,308.76,15.31,1076800,331157,244.07,15.31,373208,101529,18387.22
2023-02-10,18450,331.41,17.99,481538,165637,323.71,18.39,1184171,196100,18387.22
2023-02-10,18500,297.49,17.46,754071,164262,346.78,18.26,850972,147507,18387.22
2023-02-10,18550,266.28,17.0,657858,126932,372.49,18.2,687603,106546,18387.22
2023-02-10,18600,268.98,18.36,644651,186855,432.01,19.96,413863,65922,18387.22
2023-02-10,18650,182.22,14.6,364544,79408,401.46,16.6,493499,86967,18387.22
2023-02-10,18700,142.0,13.31,206832,48636,416.86,15.71,158923,37270,18387.22
2023-02-10,18750,137.12,14.01,108385,25053,467.73,16.81,174369,47529,18387.22
2023-02-10,18800,166.76,16.78,140336,47438,554.06,19.98,121511,40496,18387.22
2023-02-10,18850,91.68,12.94,47914,14787,530.63,16.54,45222,13432,18387.22
2023-02-10,18900,153.33,17.84,16956,3779,651.45,21.84,20259,5695,18387.22
2023-02-17,18100,717.05,18.42,23075,4961,195.44,23.42,37144,8492,18617.39
2023-02-17,18150,647.48,16.17,41896,8468,167.14,20.67,55249,13298,18617.39
2023-02-17,18200,662.51,19.6,62153,16193,229.87,23.6,58328,15775,18617.39
2023-02-17,18250,593.25,17.43,158654,38986,202.19,20.93,81789,13476,18617.39
2023-02-17,18300,519.62,14.98,194267,30490,169.9,17.98,261009,70593,18617.39
2023-02-17,18350,513.5,16.71,248148,72195,207.62,19.21,276595,93175,18617.39
2023-02-17,18400,499.37,17.78,187784,49916,235.86,19.78,659361,180727,18617.39
2023-02-17,18450,407.45,14.3,393670,107068,184.93,15.8,274668,71022,18617.39
2023-02-17,18500,394.79,15.34,604097,107446,213.85,16.34,423624,130459,18617.39
2023-02-17,18550,360.41,15.06,510661,117787,220.46,15.56,523519,102569,18617.39
2023-02-17,18600,375.57,17.4,825972,150006,276.32,17.4,714463,189288,18617.39
2023-02-17,18650,318.31,15.73,424540,98890,276.27,16.13,658011,190200,18617.39
2023-02-17,18700,269.66,14.47,526419,134327,284.88,15.27,718542,143385,18617.39
2023-02-17,18750,263.34,15.41,442903,82435,335.78,16.61,1245533,433587,18617.39
2023-02-17,18800,209.38,13.71,469660,151339,338.83,15.31,399819,82221,18617.39
2023-02-17,18850,190.9,13.83,271341,71372,377.12,15.83,302514,51081,18617.39
2023-02-17,18900,194.95,15.13,115233,30245,437.85,17.53,176876,34851,18617.39
2023-02-17,18950,189.04,15.83,137478,21035,488.34,18.63,119419,25348,18617.39
2023-02-17,19000,150.73,14.62,61452,18241,505.37,17.82,62475,16479,18617.39
2023-02-17,19050,148.35,15.41,35385,8328,558.81,19.01,94107,20845,18617.39
2023-02-17,19100,155.9,16.77,42073,6510,622.48,20.77,49002,7432,18617.39
2023-02-24,18150,829.44,20.1,28036,7517,292.59,25.1,24072,4695,18668.89
2023-02-24,18200,745.3,17.47,56081,18024,247.34,21.97,56443,18806,18668.89
2023-02-24,18250,666.5,15.12,113308,34850,207.61,19.12,83510,18302,18668.89
2023-02-24,18300,672.52,17.31,92793,27716,257.73,20.81,142373,33626,18668.89
2023-02-24,18350,641.75,17.45,214699,69403,267.99,20.45,213314,44886,18668.89
2023-02-24,18400,599.82,16.99,590165,105595,266.35,19.49,182098,50255,18668.89
2023-02-24,18450,600.13,18.52,371261,81964,307.13,20.52,546684,179678,18668.89
2023-02-24,18500,593.07,19.6,663024,102657,339.75,21.1,533038,134109,18668.89
2023-02-24,18550,493.38,16.33,537104,96268,279.01,17.33,970900,267386,18668.89
2023-02-24,18600,430.66,14.78,721687,193074,255.3,15.28,795948,202094,18668.89
2023-02-24,18650,411.46,15.19,486764,133761,274.92,15.19,697380,189131,18668.89
2023-02-24,18700,422.78,16.91,427469,133766,344.81,17.31,313241,94586,18668.89
2023-02-24,18750,406.09,17.31,284860,79423,386.79,18.11,547799,137918,18668.89
2023-02-24,18800,388.14,17.61,363760,67671,427.51,18.81,490008,123776,18668.89
2023-02-24,18850,317.49,15.5,197597,53904,415.47,17.1,401239,108769,18668.89
2023-02-24,18900,355.59,18.22,242970,71890,512.13,20.22,338118,67182,18668.89
2023-02-24,18950,242.48,14.08,157015,36411,457.05,16.48,307936,106248,18668.89
2023-02-24,19000,272.18,16.35,90090,18648,545.07,19.15,222779,72946,18668.89
2023-02-24,19050,178.81,12.9,109654,21193,508.27,16.1,130341,33988,18668.89
2023-02-24,19100,169.74,13.28,48723,9713,556.34,16.88,63288,18801,18668.89
2023-02-24,19150,191.43,15.12,40734,10389,636.03,19.12,32270,6538,18668.89
2023-03-03,18400,825.65,16.88,29139,6754,292.55,21.88,46799,7111,18892.68
2023-03-03,18450,816.96,18.07,59370,11364,325.73,22.57,39046,6358,18892.68
2023-03-03,18500,778.08,17.84,96229,25356,326.32,21.84,103125,23056,18892.68
2023-03-03,18550,719.43,16.73,193710,40633,306.16,20.23,126722,26288,18892.68
2023-03-03,18600,766.59,20.09,193117,61718,393.9,23.09,188643,42397,18892.68
2023-03-03,18650,644.89,16.31,221469,53003,309.16,18.81,273154,70976,18892.68
2023-03-03,18700,618.78,16.52,353789,113828,321.38,18.52,754740,243483,18892.68
2023-03-03,18750,599.97,16.98,274260,49940,340.5,18.48,463826,81387,18892.68
2023-03-03,18800,511.35,14.59,435882,129354,289.15,15.59,472316,75561,18892.68
2023-03-03,18850,451.36,13.35,796805,208665,266.41,13.85,433516,106898,18892.68
2023-03-03,18900,512.94,16.88,907553,194698,365.04,16.88,981488,155170,18892.68
2023-03-03,18950,483.56,16.77,650004,173577,395.52,17.17,1544024,427397,18892.68
2023-03-03,19000,454.87,16.65,616189,149242,426.79,17.45,577591,165522,18892.68
2023-03-03,19050,365.16,14.13,773259,221586,397.06,15.33,590319,191416,18892.68
2023-03-03,19100,358.74,14.8,560728,184436,450.58,16.4,718063,233719,18892.68
2023-03-03,19150,316.86,14.06,368914,100320,468.49,16.06,156550,54580,18892.68
2023-03-03,19200,315.26,14.84,187000,51585,526.56,17.24,346261,97480,18892.68
2023-03-03,19250,350.29,17.03,109446,30621,621.3,19.83,103286,20679,18892.68
2023-03-03,19300,217.75,12.57,66820,21025,546.87,15.77,65198,17517,18892.68
2023-03-03,19350,322.45,17.5,57420,17908,712.06,21.1,39970,7586,18892.68
2023-03-03,19400,313.8,17.9,21204,3953,762.46,21.9,38860,10145,18892.68
2023-03-10,18800,924.44,20.41,21241,3412,372.13,25.41,34914,8856,19317.18
2023-03-10,18850,884.78,20.14,62392,19799,371.8,24.64,110892,19550,19317.18
2023-03-10,18900,783.62,17.17,83347,26811,307.36,21.17,85106,26169,19317.18
2023-03-10,18950,732.38,16.41,224260,55680,294.91,19.91,88281,15076,19317.18
2023-03-10,19000,778.91,19.76,251613,71655,382.32,22.76,275760,83888,19317.18
2023-03-10,19050,625.67,14.67,338950,90661,265.11,17.17,254463,78111,19317.18
2023-03-10,19100,594.29,14.71,341633,56764,272.33,16.71,323359,106327,19317.18
2023-03-10,19150,545.19,13.98,389819,128822,261.12,15.48,501191,128776,19317.18
2023-03-10,19200,580.56,16.62,588436,166779,334.54,17.62,1363139,368505,19317.18
2023-03-10,19250,535.2,15.97,464363,156866,326.29,16.47,1030681,216251,19317.18
2023-03-10,19300,501.91,15.76,579541,159972,329.9,15.76,452472,92526,19317.18
2023-03-10,19350,548.25,18.6,632303,157698,436.2,19.0,1008680,231932,19317.18
2023-03-10,19400,441.23,15.48,759851,260803,389.23,16.28,418727,84032,19317.18
2023-03-10,19450,468.53,17.49,902446,263969,476.65,18.69,572619,191769,19317.18
2023-03-10,19500,384.99,15.22,532338,102150,453.2,16.82,753752,254820,19317.18
2023-03-10,19550,437.89,18.13,493872,163267,566.14,20.13,152524,39982,19317.18
2023-03-10,19600,314.39,14.26,204599,43687,502.41,16.66,274524,83255,19317.18
2023-03-10,19650,388.58,17.94,93478,19145,636.55,20.74,105153,34595,19317.18
2023-03-10,19700,301.95,15.38,84441,18006,609.14,18.58,205571,38569,19317.18
2023-03-10,19750,283.97,15.44,71911,11508,650.34,19.04,37235,11487,19317.18
2023-03-10,19800,220.8,13.65,16941,2953,645.06,17.65,26143,5873,19317.18
2023-03-17,18650,759.5,20.54,52476,11342,276.28,25.54,46951,16225,19129.1
2023-03-17,18700,720.68,20.29,36779,11028,279.77,24.79,49976,14600,19129.1
2023-03-17,18750,642.01,17.76,62236,15632,241.45,21.76,150146,27357,19129.1
2023-03-17,18800,574.21,15.86,201176,48953,214.48,19.36,189977,45340,19129.1
2023-03-17,18850,611.21,19.7,183440,36702,295.27,22.7,315865,108615,19129.1
2023-03-17,18900,529.43,17.04,476552,137077,253.8,19.54,422507,106652,19129.1
2023-03-17,18950,478.22,15.99,399808,120498,243.3,17.99,352236,66962,19129.1
2023-03-17,19000,404.22,13.74,423068,147516,209.61,15.24,291926,55731,19129.1
2023-03-17,19050,464.0,18.28,307594,102461,310.08,19.28,508529,132163,19129.1
2023-03-17,19100,401.09,16.52,708789,216364,287.03,17.02,1247921,332802,19129.1
2023-03-17,19150,400.98,17.84,421593,87004,326.63,17.84,938600,169327,19129.1
2023-03-17,19200,344.02,16.29,269417,49982,327.55,16.69,598677,186403,19129.1
2023-03-17,19250,269.99,13.86,463680,88448,311.44,14.66,812866,171250,19129.1
2023-03-17,19300,339.97,18.44,211143,31902,439.28,19.64,499366,125560,19129.1
2023-03-17,19350,304.9,17.81,360368,57482,461.96,19.41,333433,50222,19129.1
2023-03-17,19400,244.09,15.83,159955,44618,458.58,17.83,241545,60015,19129.1
2023-03-17,19450,208.73,15.03,157565,54092,480.29,17.43,140133,36636,19129.1
2023-03-17,19500,203.45,15.7,152955,23547,532.05,18.5,117986,34423,19129.1
2023-03-17,19550,209.0,16.9,123499,20808,594.66,20.1,234056,50913,19129.1
2023-03-17,19600,177.93,16.13,31766,5309,619.51,19.73,60664,14145,19129.1
2023-03-17,19650,102.26,12.68,24940,7872,595.7,16.68,34803,9619,19129.1
2023-03-24,18800,756.5,16.26,21827,5467,229.42,21.26,23040,3835,19306.1
2023-03-24,18850,792.96,20.07,36641,5769,312.56,24.57,76216,14997,19306.1
2023-03-24,18900,690.7,16.59,60682,15781,248.33,20.59,84167,17926,19306.1
2023-03-24,18950,668.26,17.2,57479,14567,267.66,20.7,55080,11890,19306.1
2023-03-24,19000,635.96,17.24,145040,37322,276.05,20.24,204540,51467,19306.1
2023-03-24,19050,618.96,17.97,232637,55255,299.51,20.47,297467,95382,19306.1
2023-03-24,19100,545.18,15.96,400690,66803,264.95,17.96,476893,133689,19306.1
2023-03-24,19150,494.47,15.04,419377,84641,253.62,16.54,669071,223614,19306.1
2023-03-24,19200,557.59,19.26,499508,97378,356.24,20.26,752982,114295,19306.1
2023-03-24,19250,438.84,15.2,502769,174626,276.1,15.7,534143,99677,19306.1
2023-03-24,19300,410.3,15.16,522857,129438,286.12,15.16,482925,84622,19306.1
2023-03-24,19350,368.89,14.51,761350,160833,303.47,14.91,921090,149753,19306.1
2023-03-24,19400,423.34,18.03,456553,103500,416.77,18.83,449273,126710,19306.1
2023-03-24,19450,319.04,14.52,376724,88536,371.31,15.72,276251,54638,19306.1
2023-03-24,19500,377.95,18.13,210936,57077,489.0,19.73,252218,82299,19306.1
2023-03-24,19550,296.17,15.51,224630,73655,465.81,17.51,453553,121212,19306.1
2023-03-24,19600,245.46,14.19,175986,28047,473.35,16.59,192423,51252,19306.1
2023-03-24,19650,241.09,14.88,230573,39745,527.15,17.68,278281,56972,19306.1
2023-03-24,19700,222.94,14.91,61418,13603,566.78,18.11,74144,23299,19306.1
2023-03-24,19750,245.99,16.8,58836,16768,648.1,20.4,49676,9416,19306.1
2023-03-24,19800,245.8,17.6,28353,7392,705.7,21.6,47352,10069,19306.1
2023-03-31,18750,829.66,16.78,25188,4346,284.58,21.78,17114,3501,19257.59
2023-03-31,18800,772.6,15.76,90254,17847,266.69,20.26,58658,11221,19257.59
2023-03-31,18850,806.46,18.86,97273,32540,344.09,22.86,153326,36278,19257.59
2023-03-31,18900,753.43,17.98,222009,43466,329.73,21.48,182370,31798,19257.59
2023-03-31,18950,683.62,16.37,305374,66152,298.0,19.37,184770,46770,19257.59
2023-03-31,19000,690.24,18.01,259447,70221,344.1,20.51,402033,70038,19257.59
2023-03-31,19050,622.48,16.47,499103,106320,314.15,18.47,296932,66127,19257.59
2023-03-31,19100,531.06,13.96,292568,62337,260.18,15.46,493515,132655,19257.59
2023-03-31,19150,540.14,15.57,441446,101987,307.35,16.57,522653,170956,19257.59
2023-03-31,19200,453.02,13.24,591685,107516,257.49,13.74,498261,104407,19257.59
2023-03-31,19250,454.68,14.44,398713,96129,296.32,14.44,682803,220787,19257.59
2023-03-31,19300,460.92,15.74,553531,172216,362.38,16.14,294077,67047,19257.59
2023-03-31,19350,443.98,16.09,513876,79253,405.36,16.89,493504,147781,19257.59
2023-03-31,19400,485.03,18.66,302887,92975,506.37,19.86,520932,102249,19257.59
2023-03-31,19450,376.45,15.37,508066,105659,457.72,16.97,412221,76061,19257.59
2023-03-31,19500,319.53,14.05,208415,57156,460.59,16.05,246649,84222,19257.59
2023-03-31,19550,339.18,15.67,207946,60790,539.96,18.07,152819,33314,19257.59
2023-03-31,19600,310.33,15.37,122871,24873,570.56,18.17,141757,34593,19257.59
2023-03-31,19650,357.65,18.04,117470,37467,677.57,21.24,98852,24757,19257.59
2023-03-31,19700,210.26,12.91,59010,14003,587.53,16.51,65685,19949,19257.59
2023-03-31,19750,279.86,16.47,49532,7818,717.37,20.47,60833,11893,19257.59
2023-04-07,18950,834.02,20.74,25885,7428,338.59,25.74,20027,3387,19429.46
2023-04-07,19000,791.43,20.29,47460,12367,336.5,24.79,38057,8456,19429.46
2023-04-07,19050,646.67,14.78,67081,20408,227.4,18.78,79124,18674,19429.46
2023-04-07,19100,687.29,18.45,97725,31753,312.1,21.95,190535,33342,19429.46
2023-04-07,19150,631.98,17.36,219595,61961,296.34,20.36,307960,81001,19429.46
2023-04-07,19200,556.43,15.32,117230,28094,259.81,17.82,304558,61846,19429.46
2023-04-07,19250,523.22,15.24,400245,78968,266.24,17.24,351290,105140,19429.46
2023-04-07,19300,509.14,15.98,431344,97706,291.5,17.48,625050,171482,19429.46
2023-04-07,19350,500.6,16.89,439758,100246,321.79,17.89,267200,74209,19429.46
2023-04-07,19400,411.16,14.2,431560,85240,270.72,14.7,750152,142474,19429.46
2023-04-07,19450,466.13,17.77,560353,187867,363.96,17.77,289612,65631,19429.46
2023-04-07,19500,349.2,13.85,560543,189886,306.01,14.25,546129,185440,19429.46
2023-04-07,19550,328.84,14.05,520535,113679,344.69,14.85,483190,85524,19429.46
2023-04-07,19600,342.63,15.67,433867,118794,417.48,16.87,318092,109779,19429.46
2023-04-07,19650,256.84,12.96,575297,180917,390.52,14.56,662256,121976,19429.46
2023-04-07,19700,304.54,15.95,499903,89697,497.07,17.95,453199,144774,19429.46
2023-04-07,19750,260.16,14.92,167970,33846,511.11,17.32,437684,132207,19429.46
2023-04-07,19800,183.71,12.37,163187,35000,492.01,15.17,137656,30956,19429.46
2023-04-07,19850,213.91,14.54,109714,36843,580.77,17.74,124508,24159,19429.46
2023-04-07,19900,215.16,15.39,56519,16097,639.95,18.99,67402,21562,19429.46
2023-04-07,19950,215.12,16.16,13414,3990,697.68,20.16,56717,12948,19429.46
2023-04-14,18500,781.05,19.34,16966,2929,274.18,24.34,29405,8302,18994.25
2023-04-14,18550,723.33,18.09,54861,17732,257.32,22.59,27464,7449,18994.25
2023-04-14,18600,707.01,19.06,92742,24774,283.69,23.06,93118,24110,18994.25
2023-04-14,18650,642.19,17.43,71168,11835,259.14,20.93,94638,22872,18994.25
2023-04-14,18700,609.89,17.47,290420,69948,268.0,20.47,242941,60810,18994.25
2023-04-14,18750,614.6,19.29,216398,44187,313.92,21.79,211391,73155,18994.25
2023-04-14,18800,518.04,16.07,473362,86485,256.77,18.07,300806,75468,18994.25
2023-04-14,18850,456.02,14.54,446807,79769,234.52,16.04,524869,83865,18994.25
2023-04-14,18900,515.16,18.78,461835,122595,333.68,19.78,462333,115151,18994.25
2023-04-14,18950,402.8,14.82,803013,222896,260.47,15.32,905417,161995,18994.25
2023-04-14,19000,373.52,14.74,354318,91058,270.27,14.74,813939,152756,18994.25
2023-04-14,19050,309.24,12.98,1541873,459309,264.35,13.38,375860,75601,18994.25
2023-04-14,19100,344.64,15.78,503610,77827,358.19,16.58,297635,74822,18994.25
2023-04-14,19150,346.67,16.97,693013,183697,418.62,18.17,564723,133000,18994.25
2023-04-14,19200,234.32,12.84,244089,46864,364.47,14.44,974927,270557,18994.25
2023-04-14,19250,266.16,15.31,290446,44568,454.5,17.31,301073,104827,18994.25
2023-04-14,19300,268.6,16.38,210765,40204,514.95,18.78,175807,44842,18994.25
2023-04-14,19350,229.01,15.43,260196,83817,532.82,18.23,199962,41331,18994.25
2023-04-14,19400,156.96,12.79,34060,7078,516.69,15.99,61183,16536,18994.25
2023-04-14,19450,136.9,12.57,29926,6125,552.71,16.17,43884,8470,18994.25
2023-04-14,19500,138.08,13.4,28453,6714,610.6,17.4,32562,8201,18994.25
2023-04-21,18700,823.0,19.66,19109,4859,322.34,24.66,34053,9888,19179.9
2023-04-21,18750,720.78,16.29,34518,5980,257.42,20.79,34394,5689,19179.9
2023-04-21,18800,750.25,19.39,103941,30339,330.69,23.39,118332,32028,19179.9
2023-04-21,18850,655.38,16.46,121450,31544,274.09,19.96,192998,55157,19179.9
2023-04-21,18900,642.11,17.37,147034,44912,301.47,20.37,148473,41984,19179.9
2023-04-21,18950,636.55,18.54,266693,61847,335.84,21.04,289401,46298,19179.9
2023-04-21,19000,509.52,14.2,618719,200650,246.82,16.2,721008,176053,19179.9
